pitcher_id,pitch_type,n_pitches,velo,ivb,hb,extension,release_height,release_side,spin_rate,spin_axis_sin,spin_axis_cos,throws,usage_pct,year,pitcher_name,level
445926,CH,20,84.175,1.7580000000000002,-16.548000000000002,6.18,5.068,-1.5725,1828.8,-0.799871979732195,-0.22040494147812337,R,0.26666666666666666,2025,Jesse Chavez,AAA
445926,FC,29,88.17931034482758,13.531034482758622,-4.3613793103448275,6.158620689655172,4.963448275862069,-1.6172413793103448,2157.8275862068967,-0.6447933766746561,-0.7477095258307086,R,0.38666666666666666,2025,Jesse Chavez,AAA
445926,SI,26,89.22692307692309,8.026153846153846,-16.153846153846153,6.084615384615384,5.048461538461538,-1.5503846153846155,1899.1923076923076,-0.7623564148161528,-0.6302426533306658,R,0.3466666666666667,2025,Jesse Chavez,AAA
448179,CU,30,72.35333333333332,-9.544,17.136000000000003,6.3933333333333335,5.357333333333333,-1.6780000000000002,2598.6666666666665,-0.8181203351618195,0.5700275465686475,L,0.38461538461538464,2025,Rich Hill,AAA
448179,FC,20,85.64500000000001,7.781999999999999,0.31799999999999995,6.56,5.367,-1.7239999999999998,2311.65,0.19042816972505877,-0.9627858307705729,L,0.2564102564102564,2025,Rich Hill,AAA
448179,FF,28,88.70357142857142,15.321428571428571,-6.522857142857143,6.6000000000000005,5.394642857142857,-1.6142857142857143,2272.1428571428573,0.5563952104632544,-0.8027350946553659,L,0.358974358974359,2025,Rich Hill,AAA
471911,CH,60,84.78833333333334,1.91,-6.617999999999999,6.388333333333334,5.855833333333334,-1.3395000000000001,1333.1833333333334,-0.8589897009014476,-0.48534445978699325,R,0.21352313167259787,2025,Carlos Carrasco,AAA
471911,CU,30,78.65333333333334,-3.94,6.064000000000001,6.319999999999999,6.015666666666666,-1.1016666666666668,2515.733333333333,0.7485006351872634,0.634244066384363,R,0.10676156583629894,2025,Carlos Carrasco,AAA
471911,FF,43,91.24883720930232,12.36279069767442,-7.024186046511629,6.404651162790697,5.982790697674418,-1.20953488372093,2151.813953488372,-0.7138893172198739,-0.6909108462637108,R,0.15302491103202848,2025,Carlos Carrasco,AAA
471911,SI,69,90.00144927536232,4.026086956521739,-14.384347826086957,6.408695652173913,5.931159420289855,-1.2284057971014493,2040.7536231884058,-0.7385814383036255,-0.6683824848366763,R,0.24555160142348753,2025,Carlos Carrasco,AAA
471911,SL,79,84.91012658227848,5.281518987341772,1.798481012658228,6.432911392405063,5.872025316455696,-1.270379746835443,2292.7088607594937,-0.46649643954043163,-0.6219290987312249,R,0.28113879003558717,2025,Carlos Carrasco,AAA
476594,CH,20,77.14500000000001,-1.104,-14.016,6.215,4.299,-4.0245,1419.35,-0.9867873033392511,0.1404395932991223,R,0.06535947712418301,2025,Robert Stock,AAA
476594,FC,88,88.42272727272727,5.945454545454546,0.21,6.214772727272727,4.499886363636364,-3.3596590909090907,2424.5113636363635,-0.5374324959706577,-0.7003703783174238,R,0.2875816993464052,2025,Robert Stock,AAA
476594,FF,62,95.04516129032258,10.12258064516129,-12.669677419354839,6.159677419354838,5.046290322580645,-4.4117741935483865,2192.7903225806454,-0.883237615856327,-0.45535438469437856,R,0.20261437908496732,2025,Robert Stock,AAA
476594,SI,71,93.01830985915493,-0.48676056338028173,-17.378028169014083,6.250704225352113,4.45056338028169,-2.670281690140845,2110.943661971831,-0.9435368137588446,-0.32042834021235883,R,0.23202614379084968,2025,Robert Stock,AAA
476594,ST,65,81.21076923076923,3.9673846153846153,16.759384615384615,6.196923076923077,4.580615384615385,-4.06123076923077,2576.4461538461537,0.9434488011585522,0.3153100991221134,R,0.21241830065359477,2025,Robert Stock,AAA
477132,FF,24,87.23333333333333,17.66,0.625,6.558333333333334,6.0566666666666675,-1.665,2257.5,0.2462303964743848,-0.966614678183062,L,0.5454545454545454,2025,Clayton Kershaw,AAA
477132,SL,20,83.365,7.284000000000001,5.016,6.459999999999999,6.0995,-1.786,2414.15,-0.13663219209087246,-0.9842712796172413,L,0.45454545454545453,2025,Clayton Kershaw,AAA
489119,CH,20,82.235,8.309999999999999,-14.256,6.029999999999999,6.164,-1.7165,1767.5,0.7492600513820411,-0.6605646501081008,L,0.3333333333333333,2025,Wade Miley,AAA
489119,FC,40,86.89500000000001,9.711,2.2830000000000004,6.0175,6.33275,-1.5615,2228.825,0.28250810288804085,-0.9535692733805797,L,0.6666666666666666,2025,Wade Miley,AAA
516853,FC,70,94.80142857142857,8.12742857142857,4.296,5.99,6.324285714285714,-1.531,2330.5142857142855,-0.010875656822494457,-0.8036506989042643,R,0.49295774647887325,2025,Wilking Rodríguez,AAA
516853,FF,47,98.35106382978724,15.622978723404255,-1.6008510638297875,6.017021276595745,6.29531914893617,-1.3708510638297873,2313.851063829787,-0.36955420589580723,-0.9235745069306341,R,0.33098591549295775,2025,Wilking Rodríguez,AAA
516853,SL,25,82.376,-16.4544,6.336,6.06,6.3284,-1.2624,2451.92,0.3407736935489294,0.9382998118843531,R,0.176056338028169,2025,Wilking Rodríguez,AAA
518886,FF,82,92.81341463414634,14.110243902439024,-11.378048780487806,6.595121951219512,4.720609756097561,-2.935,2282.182926829268,-0.7408113019096733,-0.667613769464093,R,0.656,2025,Craig Kimbrel,AAA
518886,KC,20,82.785,-7.973999999999999,10.889999999999999,6.495,4.909000000000001,-2.898,2574.35,0.8269829555968137,0.5483435419166695,R,0.16,2025,Craig Kimbrel,AAA
518886,ST,23,84.50434782608696,-0.5530434782608695,13.648695652173913,6.4739130434782615,4.834782608695653,-2.9213043478260867,2625.8695652173915,0.8365699477096725,0.4671019444721391,R,0.184,2025,Craig Kimbrel,AAA
519326,FF,21,94.26190476190476,13.94857142857143,-6.525714285714285,5.826315789473685,6.021904761904762,-2.6333333333333333,2282.842105263158,-0.6869102447276859,-0.7245277192214663,R,1.0,2025,Hunter Strickland,AAA
529017,FF,45,90.81555555555555,14.997333333333334,-11.042666666666667,6.242222222222222,5.580444444444445,-1.6955555555555555,2331.288888888889,-0.683779432840149,-0.7258981142034024,R,0.5625,2025,Alexander Cornielle,AAA
529017,ST,35,81.60857142857144,5.773714285714286,6.510857142857143,6.134285714285714,5.498285714285714,-1.8522857142857143,2376.114285714286,0.9857594487883515,0.06800508180259397,R,0.4375,2025,Alexander Cornielle,AAA
534910,SI,43,94.31860465116279,1.0158139534883721,-17.52,6.5813953488372094,5.21,-2.2162790697674417,2269.3513513513512,-0.916958400831936,-0.3500626166505388,R,1.0,2025,Jesse Hahn,AAA
541640,FC,20,89.875,11.790000000000001,-0.45600000000000007,6.1049999999999995,5.277,-2.1294999999999997,2245.6,-0.4901096667412837,-0.8661864292601071,R,0.45454545454545453,2025,Erasmo Ramírez,AAA
541640,SI,24,90.97500000000001,7.165,-15.17,6.070833333333333,5.1970833333333335,-2.1041666666666665,2154.9166666666665,-0.6890585253192367,-0.7206909545249621,R,0.5454545454545454,2025,Erasmo Ramírez,AAA
543101,SL,26,86.98076923076923,5.123076923076923,4.2784615384615385,6.3961538461538465,5.5734615384615385,-2.0453846153846156,2215.1923076923076,0.21859588261813395,-0.8533047695686983,R,1.0,2025,Anthony DeSclafani,AAA
543238,FF,115,94.89652173913043,16.92313043478261,-5.46991304347826,5.9634782608695645,5.759391304347827,-0.8978260869565218,2324.4347826086955,0.4077406532159981,-0.904872161154628,L,0.6609195402298851,2025,Anthony Gose,AAA
543238,SL,59,85.08644067796611,-0.02033898305084746,2.7884745762711867,5.908474576271187,5.78593220338983,-1.0591525423728814,2208.9322033898306,-0.7986850034881625,-0.09242976318420035,L,0.3390804597701149,2025,Anthony Gose,AAA
543391,CH,62,84.26935483870967,7.184516129032258,-11.200645161290323,5.498387096774193,6.4880645161290325,-1.5032258064516129,1497.774193548387,-0.7459604880397944,-0.6018990555803566,R,0.1425287356321839,2025,Casey Kelly,AAA
543391,CU,67,79.83582089552239,-5.059701492537314,2.014925373134328,5.449253731343284,6.547611940298507,-1.3688059701492536,2015.4328358208954,0.3731047620719081,0.746249058796649,R,0.15402298850574714,2025,Casey Kelly,AAA
543391,FF,91,90.42747252747252,13.92,-5.411868131868132,5.589010989010989,6.4750549450549455,-1.3845054945054944,2215.120879120879,-0.4848962109465673,-0.8724499110066145,R,0.20919540229885059,2025,Casey Kelly,AAA
543391,SI,112,89.90535714285714,9.382499999999999,-11.972142857142858,5.598214285714286,6.469196428571428,-1.3952678571428572,2153.026785714286,-0.5432644597187092,-0.8364787020419099,R,0.2574712643678161,2025,Casey Kelly,AAA
543391,SL,103,84.02233009708738,2.1588349514563108,3.0955339805825246,5.5446601941747575,6.499029126213592,-1.427378640776699,2141.0679611650485,0.11009420642169415,-0.7716274496644961,R,0.2367816091954023,2025,Casey Kelly,AAA
543518,FF,41,92.80731707317074,16.63609756097561,-6.886829268292683,5.941463414634146,5.833658536585366,-1.8809756097560977,2383.2926829268295,-0.49298997116595966,-0.8683449997049213,R,0.37962962962962965,2025,Scott McGough,AAA
543518,FS,36,84.88333333333334,5.433333333333334,-8.933333333333334,5.911111111111111,5.860277777777778,-1.6738888888888888,1420.2222222222222,-0.554430106245198,-0.827936060637371,R,0.3333333333333333,2025,Scott McGough,AAA
543518,SL,31,85.87741935483871,1.4516129032258065,5.032258064516129,5.912903225806452,5.860645161290323,-2.428064516129032,2675.8064516129034,0.7419625040236949,-0.5738613219814951,R,0.28703703703703703,2025,Scott McGough,AAA
543766,FC,50,92.098,6.244800000000001,5.059200000000001,5.803999999999999,6.021599999999999,-2.783,2484.8,0.09204015390622931,-0.9747189416658883,R,1.0,2025,Bryan Shaw,AAA
543859,FF,25,92.912,12.1824,-11.952,6.047999999999999,5.4716,-3.6795999999999998,2305.16,-0.7774005009788835,-0.5438002688364358,R,1.0,2025,Michael Tonkin,AAA
553968,SI,55,94.11272727272727,12.065454545454546,-12.724363636363638,6.32,5.733090909090909,-1.6352727272727272,2066.4545454545455,-0.7824804441372115,-0.6197961450151733,R,0.625,2025,Endrys Briceno,AAA
553968,SL,33,82.20909090909092,-0.5563636363636364,0.014545454545454532,6.093939393939394,5.883636363636364,-1.8490909090909091,1931.5757575757575,-0.17407885112922947,0.8676410873592331,R,0.375,2025,Endrys Briceno,AAA
571527,CH,32,82.859375,5.7225,-14.76375,5.66875,6.141875,-2.42875,1725.642857142857,-0.7289485911723446,-0.681454654908123,R,0.22535211267605634,2025,David Buchanan,AAA
