pitcher_id,pitch_type,n_pitches,velo,ivb,hb,extension,release_height,release_side,spin_rate,spin_axis_sin,spin_axis_cos,throws,usage_pct,year,pitcher_name
112526,CH,198,82.57525252525252,8.958181818181819,-13.175757575757578,5.3373737373737375,5.771161616161616,-1.116010101010101,1727.020202020202,,,R,0.07401869158878505,2015,Bartolo Colon
112526,FF,782,90.8579283887468,15.509156010230178,-6.897391304347827,5.300925925925926,5.916445012787723,-0.7778772378516623,2254.55291005291,,,R,0.29233644859813085,2015,Bartolo Colon
112526,SI,1435,87.84919860627178,7.657505226480836,-15.402480836236935,5.312455261274159,5.706390243902439,-1.1249547038327525,2109.6010028653295,,,R,0.5364485981308411,2015,Bartolo Colon
112526,SL,260,82.81384615384614,3.144923076923077,2.9146153846153844,4.994047619047619,5.808653846153846,-1.2354615384615386,2178.236051502146,,,R,0.09719626168224299,2015,Bartolo Colon
115629,CH,44,84.7159090909091,9.981818181818182,-12.133636363636363,6.088372093023256,6.555681818181818,-1.492727272727273,1697.7441860465117,,,R,0.08133086876155268,2015,LaTroy Hawkins
115629,FF,408,93.70049019607843,13.043823529411766,-12.187647058823531,6.068261964735516,6.3570343137254905,-1.5548039215686276,2051.502538071066,,,R,0.7541589648798521,2015,LaTroy Hawkins
115629,SL,89,87.73595505617978,7.198651685393258,2.741123595505618,5.870114942528735,6.387191011235956,-1.732359550561798,2065.9176470588236,,,R,0.1645101663585952,2015,LaTroy Hawkins
136600,SI,53,84.25094339622642,13.686792452830188,-17.685283018867924,5.450943396226415,5.459433962264152,-2.7926415094339623,2197.7924528301887,,,L,0.5888888888888889,2015,Bruce Chen
136600,SL,37,81.67567567567568,6.992432432432433,0.17189189189189183,4.9944444444444445,5.934864864864865,-2.4870270270270267,2228.7428571428572,,,L,0.4111111111111111,2015,Bruce Chen
150116,CH,69,78.53188405797101,10.177391304347827,-13.107826086956523,5.780597014925373,5.933333333333333,-2.355942028985507,1669.1940298507463,,,L,0.11147011308562198,2015,Randy Wolf
150116,CU,97,69.67835051546392,-13.266804123711342,8.21443298969072,5.285416666666666,6.231237113402061,-2.2171134020618557,2334.5894736842106,,,L,0.1567043618739903,2015,Randy Wolf
150116,FF,97,89.2639175257732,16.93237113402062,-6.718762886597938,5.948453608247423,5.984432989690721,-2.2978350515463917,2103.4742268041236,,,L,0.1567043618739903,2015,Randy Wolf
150116,SI,204,88.55147058823529,13.301764705882352,-13.577058823529413,5.979695431472082,5.994019607843137,-2.282892156862745,1997.020304568528,,,L,0.3295638126009693,2015,Randy Wolf
150116,SL,152,83.71184210526316,5.169473684210526,4.400526315789474,5.490066225165563,6.0796052631578945,-2.2782894736842105,2050.616666666667,,,L,0.2455573505654281,2015,Randy Wolf
150302,CH,164,78.78231707317073,2.978048780487805,-10.302439024390244,5.986363636363636,5.837926829268293,-2.40390243902439,1239.1333333333334,,,R,0.21216041397153945,2015,Jason Marquis
150302,SI,459,88.30217864923746,5.99764705882353,-16.499607843137255,6.114090909090908,5.8502178649237475,-2.4684313725490195,1782.4758620689656,,,R,0.5937904269081501,2015,Jason Marquis
150302,SL,150,82.57933333333334,5.82,1.6416000000000002,6.062589928057554,5.704066666666667,-2.7008,1977.044776119403,,,R,0.19404915912031048,2015,Jason Marquis
150359,CH,219,86.29954337899542,3.702465753424658,-10.795068493150685,6.393518518518518,5.989132420091324,-1.8946118721461187,1677.5648148148148,,,R,0.08795180722891566,2015,A.J. Burnett
150359,FF,292,91.6763698630137,12.016849315068493,-6.2284931506849315,6.578275862068966,5.979520547945206,-1.7934246575342465,2082.0528169014083,,,R,0.11726907630522089,2015,A.J. Burnett
150359,KC,731,82.33269493844048,-9.010998632010944,8.733734610123118,5.993045897079277,5.794008207934336,-1.953173734610123,2022.6737288135594,,,R,0.293574297188755,2015,A.J. Burnett
150359,SI,1248,91.52435897435898,7.684326923076924,-12.38471153846154,6.59163248564397,5.947796474358975,-1.7868830128205129,1992.1872937293729,,,R,0.5012048192771085,2015,A.J. Burnett
217096,CH,33,74.29090909090908,7.807272727272727,-12.916363636363636,6.6454545454545455,6.519393939393939,-1.0012121212121212,1275.2121212121212,,,L,0.22,2015,Barry Zito
217096,CU,30,70.02,-19.548000000000002,5.435999999999999,6.223333333333333,6.339666666666667,-1.3663333333333334,2737.4666666666667,,,L,0.2,2015,Barry Zito
217096,FF,45,84.04888888888888,19.053333333333335,-3.7920000000000003,6.571111111111111,6.431333333333334,-1.1522222222222223,2084.0222222222224,,,L,0.3,2015,Barry Zito
217096,SI,42,84.47142857142858,18.494285714285713,-10.085714285714285,6.476190476190476,6.394761904761904,-1.19,2052.7619047619046,,,L,0.28,2015,Barry Zito
218596,CU,215,75.76930232558139,-7.6453953488372095,14.613209302325583,5.143434343434343,5.240325581395349,-1.4247441860465115,2259.8826530612246,,,R,0.11634199134199134,2015,Tim Hudson
218596,FC,422,82.96208530805687,0.03725118483412322,4.033080568720379,5.319642857142858,5.117061611374408,-1.5193127962085307,2101.5847176079733,,,R,0.22835497835497837,2015,Tim Hudson
218596,FF,130,88.53,11.821846153846153,-6.8547692307692305,5.58135593220339,5.206307692307693,-1.4155384615384616,2125.7881355932204,,,R,0.07034632034632035,2015,Tim Hudson
218596,FS,207,80.88743961352657,0.3269565217391305,-9.10086956521739,5.572631578947369,5.3104830917874395,-1.2579227053140096,1368.5524861878453,,,R,0.11201298701298701,2015,Tim Hudson
218596,SI,874,88.72517162471397,4.06558352402746,-13.338947368421053,5.562233375156839,5.215846681922196,-1.4224256292906179,2025.007556675063,,,R,0.47294372294372294,2015,Tim Hudson
234194,FF,69,90.85507246376811,15.28,-7.436521739130435,6.091304347826087,5.545797101449276,-1.0585507246376813,2299.31884057971,,,R,0.7040816326530612,2015,Buddy Carlyle
234194,SI,29,89.90344827586206,10.427586206896551,-15.409655172413792,5.820689655172414,5.486206896551724,-1.2227586206896552,2153.344827586207,,,R,0.29591836734693877,2015,Buddy Carlyle
276351,FF,390,94.62230769230769,14.956307692307693,-11.794153846153847,6.206036745406824,6.161076923076924,-3.180358974358974,2401.4842105263156,,,R,0.6759098786828422,2015,Jason Grilli
276351,SL,187,83.10588235294118,-3.001283422459893,11.853048128342246,5.582758620689655,6.3003743315508025,-3.062673796791444,2192.4214285714284,,,R,0.3240901213171577,2015,Jason Grilli
276514,CU,24,79.84583333333333,-4.4750000000000005,7.864999999999999,6.182608695652173,6.412916666666667,-2.4470833333333335,1685.2727272727273,,,R,0.11267605633802817,2015,Kevin Gregg
276514,FC,25,88.572,10.872,0.3024,6.376,6.306800000000001,-2.6184,2083.24,,,R,0.11737089201877934,2015,Kevin Gregg
276514,FF,132,91.53560606060607,16.124545454545455,-11.725454545454545,6.36412213740458,6.38689393939394,-2.5078030303030303,2236.276923076923,,,R,0.6197183098591549,2015,Kevin Gregg
276514,FS,32,83.7125,6.9975,-11.56125,5.9625,6.3071874999999995,-2.5753125,1335.7096774193549,,,R,0.15023474178403756,2015,Kevin Gregg
276542,CH,355,84.68845070422536,2.8096901408450705,-12.428957746478872,6.012138728323699,6.10718309859155,-3.071408450704225,1433.9913294797689,,,R,0.3439922480620155,2015,Joaquín Benoit
276542,FF,392,94.82806122448979,15.83938775510204,-9.437142857142858,6.0018666666666665,6.3535204081632655,-2.913112244897959,2280.1451612903224,,,R,0.3798449612403101,2015,Joaquín Benoit
276542,SI,82,94.93170731707316,11.748292682926829,-13.337560975609756,5.993827160493828,6.238170731707317,-3.012439024390244,2252.5185185185187,,,R,0.07945736434108527,2015,Joaquín Benoit
276542,SL,203,87.98669950738916,4.815960591133005,2.8126108374384238,6.061538461538461,6.0150246305418715,-3.2040886699507385,2331.9204545454545,,,R,0.19670542635658914,2015,Joaquín Benoit
279571,CU,53,75.22452830188679,-11.085283018867925,13.009811320754716,6.517647058823529,6.274150943396227,-2.2800000000000002,2347.38,,,R,0.09314586994727592,2015,Matt Belisle
279571,FF,243,91.12427983539095,15.083950617283952,-6.315555555555556,6.970815450643777,6.214320987654321,-2.4773251028806587,1981.9137931034484,,,R,0.4270650263620387,2015,Matt Belisle
279571,SI,100,90.84200000000001,11.6904,-11.626800000000001,7.017441860465116,6.1728,-2.4232,1975.406976744186,,,R,0.1757469244288225,2015,Matt Belisle
279571,SL,173,85.8907514450867,4.200693641618497,3.147745664739885,6.807142857142857,6.303641618497109,-2.492601156069364,1868.5521472392638,,,R,0.30404217926186294,2015,Matt Belisle
279824,CH,595,78.71663865546219,7.058420168067228,-14.049680672268906,6.289637305699482,6.01583193277311,-1.4178319327731093,1625.4159445407279,,,L,0.21114265436479773,2015,Mark Buehrle
279824,CU,241,71.74522821576763,-7.689958506224066,8.244647302904564,5.621888412017168,6.20896265560166,-1.3487136929460581,2137.2280701754385,,,L,0.08552164655784245,2015,Mark Buehrle
279824,FC,549,79.92513661202186,6.782076502732241,2.0137704918032786,6.05205223880597,6.059690346083789,-1.466703096539162,1907.1684210526316,,,L,0.19481902058197303,2015,Mark Buehrle
279824,FF,743,84.45598923283984,12.105948855989231,-1.9758815612382232,6.259141274238227,6.068936742934051,-1.3579676985195155,2075.681502086231,,,L,0.2636621717530163,2015,Mark Buehrle
279824,SI,690,83.5136231884058,8.81408695652174,-12.60504347826087,6.354074074074074,6.016318840579711,-1.3929420289855072,1973.0208023774146,,,L,0.24485450674237047,2015,Mark Buehrle
282332,CH,376,83.88430851063829,9.351382978723404,-11.087553191489361,7.172192513368985,6.007632978723404,-2.2052659574468083,1950.4623655913979,,,L,0.13967310549777118,2015,CC Sabathia
282332,FF,679,90.8181148748159,14.691075110456554,-6.813667157584684,6.901644245142003,6.152253313696613,-2.0659057437407955,2113.5765765765764,,,L,0.25222882615156017,2015,CC Sabathia
282332,SI,1032,89.78934108527132,10.348837209302326,-15.792558139534885,7.013962635201573,6.1323740310077515,-2.066463178294574,2049.3660714285716,,,L,0.3833580980683507,2015,CC Sabathia
282332,SL,605,79.56876033057851,-0.08092561983471076,11.195107438016528,6.545333333333333,6.102644628099173,-2.1083471074380165,1822.8945054945054,,,L,0.22473997028231799,2015,CC Sabathia
285064,CH,200,84.02799999999999,9.3168,-13.741800000000001,6.395408163265306,5.790800000000001,-1.40555,1758.6938775510205,,,R,0.08680555555555555,2015,Ryan Vogelsong
285064,CU,474,76.98670886075949,-7.608354430379747,4.2615189873417725,5.773763440860216,5.889092827004219,-1.4914135021097046,1876.3065217391304,,,R,0.20572916666666666,2015,Ryan Vogelsong
