pitcher_id,pitch_type,n_pitches,velo,ivb,hb,extension,release_height,release_side,spin_rate,spin_axis_sin,spin_axis_cos,throws,usage_pct,year,pitcher_name
282332,CH,211,82.67440758293839,7.751090047393365,-8.820284360189573,7.114218009478672,5.752796208530805,-2.3934123222748815,1884.739336492891,0.7276898947571846,-0.6534472225158587,L,0.12203585887796414,2019,CC Sabathia
282332,FC,726,88.33553719008265,10.463801652892561,-0.10049586776859504,6.684022038567494,5.963884297520661,-2.273539944903581,2194.176308539945,-0.0037691960838429858,-0.9827256657668813,L,0.4198958935801041,2019,CC Sabathia
282332,FF,22,88.76363636363637,10.832727272727274,-6.387272727272728,6.840909090909091,5.9409090909090905,-2.3313636363636365,2097.9545454545455,0.49823267982116576,-0.8629108153010621,L,0.012724117987275883,2019,CC Sabathia
282332,SI,248,89.14879032258065,8.427096774193549,-13.302096774193549,6.913709677419354,5.92233870967742,-2.2750000000000004,2051.0806451612902,0.8378964281280744,-0.5345509143648681,L,0.1434355118565645,2019,CC Sabathia
282332,SL,522,79.24195402298851,1.487126436781609,10.665287356321839,6.404022988505747,5.856551724137931,-2.375134099616858,2208.3814655172414,-0.9285995579327934,-0.16766256286224243,L,0.3019086176980914,2019,CC Sabathia
407845,CH,262,82.86335877862595,7.746870229007634,-15.082900763358777,5.9404580152671755,6.023854961832061,-2.3456106870229005,1745.4406130268198,-0.8826526837904343,-0.4531388856501704,R,0.2943820224719101,2019,Fernando Rodney
407845,FF,176,94.35568181818181,17.303863636363637,-5.475681818181818,5.942613636363637,6.0723863636363635,-2.0270454545454544,2189.4857142857145,-0.2934622370234261,-0.9473396370134495,R,0.19775280898876405,2019,Fernando Rodney
407845,SI,424,93.4747641509434,12.625754716981131,-13.535943396226415,5.992688679245283,6.047169811320755,-2.1176650943396225,2037.504716981132,-0.7258219654868213,-0.6785853365038682,R,0.4764044943820225,2019,Fernando Rodney
407845,SL,28,86.25714285714285,7.384285714285714,2.2714285714285714,5.689285714285715,6.1375,-2.2410714285714284,2253.6071428571427,0.306141159475254,-0.930247301035768,R,0.03146067415730337,2019,Fernando Rodney
424144,FF,96,91.47500000000001,15.030000000000001,-11.56,5.982291666666666,5.7109375,-2.021354166666667,2191.8958333333335,0.6056577191673067,-0.7895958290540244,L,0.14634146341463414,2019,Oliver Pérez
424144,SI,237,91.76497890295359,6.868860759493671,-18.223291139240505,6.00337552742616,5.236919831223629,-2.6270886075949367,2161.1223628691982,0.9297776081060998,-0.35295520083606374,L,0.36128048780487804,2019,Oliver Pérez
424144,SL,323,78.49349845201239,-0.7389473684210527,9.00891640866873,5.396284829721362,5.224582043343653,-2.473374613003096,2279.3961661341855,-0.9613206436820315,0.07430703165259252,L,0.4923780487804878,2019,Oliver Pérez
425772,CU,27,75.47407407407407,20.635555555555555,-1.9155555555555557,4.566666666666666,6.8318518518518525,0.047407407407407405,1749.4814814814815,-0.1087759074327737,-0.973999793461791,R,1.0,2019,Jeff Mathis
425794,CH,57,83.9140350877193,7.92421052631579,-14.444210526315791,6.291228070175439,5.973508771929825,-1.681578947368421,1769.1754385964912,-0.8515725823162527,-0.4660793344432517,R,0.020474137931034482,2019,Adam Wainwright
425794,CU,1025,74.8768780487805,-12.131590243902439,18.36398048780488,5.924,6.090848780487804,-1.512839024390244,2751.7453658536583,0.8314815413829513,0.5480514451414809,R,0.3681752873563218,2019,Adam Wainwright
425794,FC,625,84.86384,5.594112,5.503104,6.1488,6.067728,-1.526464,2340.9741518578353,0.6827273312487222,-0.6383111356204607,R,0.2244971264367816,2019,Adam Wainwright
425794,FF,378,89.60132275132275,13.614920634920633,-3.086031746031746,6.454761904761905,6.0665343915343914,-1.4538624338624337,2191.3809523809523,-0.20845855960546156,-0.9651371924116411,R,0.13577586206896552,2019,Adam Wainwright
425794,SI,699,89.98354792560801,9.549356223175966,-12.917939914163089,6.507725321888412,5.920171673819742,-1.5222603719599428,2171.3733905579397,-0.7915256040054813,-0.5941591097410828,R,0.2510775862068966,2019,Adam Wainwright
425844,CH,682,87.35909090909091,3.8317302052785926,-12.481935483870968,5.901466275659824,6.250469208211143,-1.429560117302053,1779.6323529411766,-0.9453966973143644,-0.28775644088843877,R,0.2198581560283688,2019,Zack Greinke
425844,CU,456,70.59013157894736,-11.288947368421054,12.435789473684212,5.3182017543859645,6.288421052631579,-1.1377412280701753,2445.5219298245615,0.7361388622403855,0.6627258865708309,R,0.1470019342359768,2019,Zack Greinke
425844,EP,28,63.464285714285715,-9.415714285714285,12.265714285714285,5.264285714285714,6.288214285714285,-1.0317857142857143,2201.3571428571427,0.789949144408605,0.5848413930185494,R,0.009026434558349452,2019,Zack Greinke
425844,FF,1272,89.87492138364779,16.512641509433962,-1.9807547169811321,5.9167452830188685,6.36374213836478,-1.2581525157232702,2326.3985849056603,-0.1140878737341558,-0.9837977022158935,R,0.41005802707930367,2019,Zack Greinke
425844,SI,164,90.4109756097561,12.02780487804878,-13.302439024390244,5.878048780487805,6.254146341463415,-1.4582926829268292,2252.5914634146343,-0.7355010508344891,-0.6661951908494608,R,0.052869116698903935,2019,Zack Greinke
425844,SL,500,83.6874,0.5327999999999999,7.13088,5.4778,6.39734,-1.3380999999999998,2516.8454746136867,0.8933506106658572,-0.07953944895166026,R,0.16118633139909735,2019,Zack Greinke
429719,CH,99,86.97171717171717,12.666666666666666,-15.832727272727274,6.232323232323233,5.915959595959595,-1.9841414141414142,2221.4545454545455,-0.775176975131503,-0.6240381619319008,R,0.0752851711026616,2019,Edwin Jackson
429719,CU,36,77.93055555555556,-7.42,6.003333333333334,5.641666666666667,6.134166666666667,-1.713611111111111,2517.8055555555557,0.6318116771084286,0.7496248725758401,R,0.02737642585551331,2019,Edwin Jackson
429719,FC,360,91.57333333333334,9.890666666666666,0.29233333333333333,6.062777777777778,5.953666666666667,-1.8295833333333333,2338.7722222222224,0.05470337019801979,-0.9757258406395486,R,0.2737642585551331,2019,Edwin Jackson
429719,FF,306,93.47549019607843,13.04313725490196,-5.7035294117647055,6.105555555555555,5.948333333333333,-1.8227777777777776,2269.6307189542486,-0.387481000452423,-0.909790680866456,R,0.23269961977186313,2019,Edwin Jackson
429719,SI,183,93.69945355191257,11.495081967213114,-13.215737704918032,6.156284153005464,5.915628415300546,-1.8805464480874317,2111.8688524590166,-0.7449358822863609,-0.6561439458857017,R,0.1391634980988593,2019,Edwin Jackson
429719,SL,331,85.70876132930513,1.5197583081570998,3.1221752265861027,6.042598187311178,5.907945619335347,-1.8217522658610272,2299.090625,0.7083475012873873,-0.3254519724896422,R,0.25171102661596956,2019,Edwin Jackson
429722,CH,30,83.40666666666667,11.620000000000001,-7.516,5.933333333333334,6.343999999999999,-0.9623333333333334,1607.5333333333333,-0.5273891555413941,-0.8295244197720272,R,0.09554140127388536,2019,Ervin Santana
429722,FF,123,90.0040650406504,14.202926829268293,-4.782439024390244,5.964227642276423,6.295772357723577,-1.042439024390244,2075.5853658536585,-0.3150393766582394,-0.9412899877177507,R,0.39171974522292996,2019,Ervin Santana
429722,SI,33,89.9939393939394,12.69818181818182,-8.77818181818182,5.906060606060606,6.297272727272727,-0.9396969696969697,2022.7878787878788,-0.566947489122163,-0.8191070750700915,R,0.10509554140127389,2019,Ervin Santana
429722,SL,128,82.1734375,3.0,4.3246875000000005,5.4890625,6.336328125,-1.0896875,2312.060344827586,0.7352561204575185,-0.5112773039247531,R,0.40764331210191085,2019,Ervin Santana
430935,CH,511,83.27005870841488,8.733463796477496,-13.12908023483366,6.2861056751467705,6.260567514677104,-2.468160469667319,1713.0313725490196,0.8172601133828539,-0.5398845551029442,L,0.2134502923976608,2019,Cole Hamels
430935,CU,299,77.99397993311037,-10.47010033444816,6.191438127090301,5.62876254180602,6.050969899665552,-2.8635785953177257,2039.7257525083612,-0.49980297372019017,0.8395473751438033,L,0.12489557226399331,2019,Cole Hamels
430935,FC,446,87.6280269058296,8.891300448430494,0.020986547085201812,6.180493273542601,6.0827130044843045,-2.751681614349776,1994.2533632286995,-0.029431261298888785,-0.971064656431287,L,0.18629908103592313,2019,Cole Hamels
430935,FF,849,91.43957597173144,15.684098939929328,-7.83886925795053,6.213545347467609,6.236242638398115,-2.513144876325088,2058.9387514723203,0.4435543058739442,-0.8897543047350795,L,0.35463659147869675,2019,Cole Hamels
430935,SI,289,91.11799307958476,10.370242214532873,-13.47529411764706,6.233910034602076,6.202283737024222,-2.606712802768166,2033.5259515570933,0.785307200359512,-0.6082172078043079,L,0.12071846282372597,2019,Cole Hamels
431145,FF,32,88.0875,18.19125,-5.24625,5.29375,6.10625,-1.528125,2232.71875,-0.26828033254039446,-0.9568293469815885,R,1.0,2019,Russell Martin
433587,CH,197,84.65888324873096,1.2493401015228427,-10.338274111675128,6.096954314720811,5.925634517766497,-2.311269035532995,1733.8274111675128,-0.9570213306201587,-0.11591668645555991,R,0.16200657894736842,2019,Félix Hernández
433587,CU,428,79.33060747663552,-8.405327102803739,9.853738317757008,5.656775700934579,5.943177570093457,-2.3038317757009343,2441.2803738317757,0.7517628660998673,0.6360853276244623,R,0.3519736842105263,2019,Félix Hernández
