pitcher_name,ERA,IP,G,GS,year
Trevor Williams,5.55,144.1,30,30,2023
Ranger Suarez,3.88,143.2,26,26,2023
Nick Pivetta,4.04,142.2,38,16,2023
Zack Greinke,5.06,142.1,30,27,2023
Drew Smyly,5.0,142.1,41,23,2023
Tanner Bibee,2.98,142.0,25,25,2023
Tyler Anderson,5.43,141.0,27,25,2023
Ken Waldichuk,5.36,141.0,35,22,2023
J.P. France,4.0,139.1,26,23,2023
Austin Gomber,5.5,139.0,27,27,2023
Kyle Hendricks,3.74,137.0,24,24,2023
Marcus Stroman,3.95,136.2,27,25,2023
Yu Darvish,4.56,136.1,24,24,2023
MacKenzie Gore,4.42,136.1,27,27,2023
Michael Wacha,3.22,134.1,24,24,2023
Shohei Ohtani,3.14,132.0,23,23,2023
Clayton Kershaw,2.86,132.0,25,25,2023
Mike Clevinger,3.77,131.1,24,24,2023
Bryce Miller,4.32,131.1,25,25,2023
Kutter Crawford,4.04,129.1,31,23,2023
Michael Kopech,5.43,129.1,30,27,2023
Shane Bieber,3.8,128.0,21,21,2023
Griffin Canning,4.32,127.0,24,22,2023
Tylor Megill,4.7,126.1,25,25,2023
Bobby Miller,3.93,126.0,23,23,2023
Logan Allen,3.81,125.1,24,24,2023
Tyler Glasnow,3.6,125.0,22,22,2023
Colin Rea,4.55,124.2,26,22,2023
Luke Weaver,6.4,123.2,29,25,2023
Grayson Rodriguez,4.66,123.2,24,24,2023
Aaron Civale,3.46,122.1,23,23,2023
Tyler Wells,3.54,122.0,28,20,2023
Jake Irvin,4.61,121.0,24,24,2023
Wade Miley,3.14,120.1,23,23,2023
Brandon Pfaadt,5.26,118.0,24,23,2023
Sean Manaea,4.44,117.2,37,10,2023
Julio Ur\xc3\xadas,4.6,117.1,21,21,2023
Brandon Williamson,4.46,117.0,23,23,2023
Shane McClanahan,3.29,115.0,21,21,2023
Hunter Greene,4.82,112.0,22,22,2023
Adrian Houser,4.12,111.1,23,21,2023
David Peterson,5.03,111.0,27,21,2023
Nick Martinez,3.43,110.1,63,9,2023
Luis Medina,5.42,109.2,23,17,2023
Javier Assad,3.05,109.1,32,10,2023
Andrew Abbott,3.87,109.1,21,21,2023
Domingo Germ\xc3\xa1n,4.56,108.2,20,19,2023
Kenta Maeda,4.32,108.1,23,20,2023
Tanner Houck,5.01,106.0,21,21,2023
Joey Wentz,6.9,105.2,25,19,2023
Steven Matz,3.86,105.0,25,17,2023
Taj Bradley,5.59,104.2,23,21,2023
Michael King,2.75,104.2,49,9,2023
Reese Olson,3.99,103.2,21,18,2023
Paul Blackburn,4.43,103.2,21,20,2023
Tony Gonsolin,4.98,103.0,20,20,2023
Chris Sale,4.3,102.2,20,20,2023
Chris Flexen,6.86,102.1,29,16,2023
Cristopher S\xc3\xa1nchez,3.45,101.2,20,19,2023
Adam Wainwright,7.4,101.0,21,21,2023
Cal Quantrill,5.24,99.2,19,19,2023
Anthony DeSclafani,4.88,99.2,19,18,2023
Edward Cabrera,4.24,99.2,22,20,2023
Alex Wood,4.33,97.2,29,12,2023
Joe Musgrove,3.05,97.1,17,17,2023
James Paxton,4.5,96.0,19,19,2023
Cole Ragans,3.47,96.0,29,12,2023
Xzavion Curry,4.07,95.0,41,9,2023
Matt Strahm,3.1,93.0,63,10,2023
Zack Littell,4.01,92.0,29,14,2023
Eury P\xc3\xa9rez,3.15,91.1,19,19,2023
Jhony Brito,4.28,90.1,25,13,2023
Carlos Carrasco,6.8,90.0,20,20,2023
Ryan Yarbrough,4.52,89.2,25,9,2023
Luis Severino,6.65,89.1,19,18,2023
Jake Bird,4.33,89.1,70,3,2023
Hayden Wesneski,4.63,89.1,34,11,2023
Ross Stripling,5.36,89.0,22,11,2023
Tommy Henry,4.15,89.0,17,16,2023
Noah Syndergaard,6.5,88.2,18,18,2023
Ben Lively,5.38,88.2,19,12,2023
Bryan Woo,4.21,87.2,18,18,2023
Connor Seabold,7.52,87.1,27,13,2023
Peter Lambert,5.36,87.1,25,11,2023
Alek Manoah,5.87,87.1,19,19,2023
Touki Toussaint,4.97,87.0,20,16,2023
Chris Stratton,4.15,86.2,68,0,2023
Luis Ortiz,4.78,86.2,18,15,2023
Chase Anderson,5.42,86.1,19,17,2023
Jakob Junis,3.87,86.0,40,4,2023
Tyler Holton,2.11,85.1,59,1,2023
Jesse Scholtens,5.29,85.0,26,11,2023
Tristan Beck,3.92,85.0,33,3,2023
Yonny Chirinos,5.4,85.0,20,9,2023
Josh Winckowski,2.88,84.1,60,1,2023
Zach Davies,7.0,82.1,18,18,2023
Jaime Barria,5.68,82.1,34,6,2023
Gavin Williams,3.29,82.0,16,16,2023
Max Fried,2.76,81.2,15,15,2023
Dakota Hudson,4.98,81.1,18,12,2023
Michael Tonkin,4.24,80.2,46,0,2023
Bailey Falter,5.36,80.2,18,14,2023
Bryan Abreu,2.02,80.1,81,0,2023
Tarik Skubal,2.8,80.1,15,15,2023
Brandon Bielak,3.83,80.0,15,13,2023
Tanner Scott,2.28,79.0,75,0,2023
Shintaro Fujinami,7.18,79.0,64,7,2023
Ty Blach,5.54,78.0,20,13,2023
Matt Manning,3.58,78.0,15,15,2023
Cole Irvin,4.42,77.1,24,12,2023
Bryse Wilson,2.57,77.0,54,0,2023
Kevin Ginkel,2.1,77.0,70,0,2023
Kyle Muller,7.6,77.0,21,13,2023
Hector Neris,2.23,76.2,78,0,2023
Jose Quintana,3.57,75.2,13,13,2023
Ian Gibaut,3.33,75.2,74,0,2023
Buck Farmer,4.2,75.0,71,0,2023
Justin Lawrence,3.72,75.0,69,0,2023
Craig Kimbrel,3.48,75.0,78,0,2023
Alec Marsh,5.69,74.1,17,8,2023
Tyler Rogers,3.04,74.0,68,0,2023
Yennier Cano,2.19,74.0,74,0,2023
Jos\xc3\xa9 Urquidy,5.3,73.0,19,12,2023
Emmanuel Clase,3.22,72.2,75,0,2023
Trevor Richards,4.95,72.2,56,3,2023
Joel Payamps,2.49,72.1,70,0,2023
Rafael Montero,4.98,72.1,73,0,2023
Julian Merryweather,3.38,72.0,69,0,2023
Phil Maton,2.75,72.0,74,0,2023
Julio Teheran,4.4,71.2,14,11,2023
Garrett Whitlock,5.15,71.2,22,10,2023
Ryan Pressly,3.28,71.1,70,0,2023
Emilio Pag\xc3\xa1n,2.9,71.1,68,1,2023
Michael Grove,6.08,71.0,20,12,2023
Matthew Boyd,5.45,71.0,15,15,2023
Jos\xc3\xa9 Leclerc,2.8,70.2,70,0,2023
Matt Brash,3.06,70.2,78,0,2023
Miguel Castro,4.84,70.2,83,0,2023
Paul Sewald,3.44,70.2,75,0,2023
Bryan Hoeing,5.48,70.2,33,7,2023
Scott McGough,4.73,70.1,63,1,2023
Brusdar Graterol,1.15,70.1,70,1,2023
Carlos Hern\xc3\xa1ndez,5.27,70.0,67,4,2023
Brent Suter,3.38,69.1,57,2,2023
Kyle Finnegan,3.76,69.1,67,0,2023
Jason Foley,2.61,69.0,70,0,2023
Justin Topa,2.61,69.0,75,0,2023
Griffin Jax,3.65,69.0,75,0,2023
Louis Varland,4.59,68.2,19,10,2023
Trevor Stephan,4.06,68.2,71,0,2023
Roansy Contreras,6.59,68.1,19,11,2023
Erik Swanson,2.91,68.0,71,0,2023
Scott Barlow,4.37,68.0,63,0,2023
Andre Pallante,4.76,68.0,62,0,2023
Camilo Doval,2.93,67.2,69,0,2023
Eli Morgan,4.01,67.1,61,0,2023
Yimi Garc\xc3\xada,4.01,67.1,74,0,2023
Alexis D\xc3\xadaz,3.07,67.1,71,0,2023
David Robertson,3.21,67.1,63,0,2023
Jhoan Duran,2.27,67.1,63,0,2023
Phil Bickford,4.95,67.1,61,0,2023
David Bednar,2.0,67.1,66,0,2023
A.J. Minter,3.63,67.0,73,0,2023
Kevin Kelly,3.09,67.0,57,0,2023
Brandon Woodruff,2.28,67.0,11,11,2023
Jordan Hicks,3.24,66.2,66,0,2023
Hoby Milner,1.76,66.2,75,0,2023
Kendall Graveman,3.12,66.1,68,0,2023
Zack Thompson,4.48,66.1,25,9,2023
Gregory Santos,3.39,66.1,60,0,2023
Aroldis Chapman,2.98,66.1,70,0,2023
Alex Lange,3.68,66.0,67,0,2023
Fernando Cruz,4.91,66.0,58,2,2023
Reynaldo L\xc3\xb3pez,3.27,66.0,68,0,2023
Enyel De Los Santos,3.29,65.2,70,0,2023
Pierce Johnson,3.86,65.1,70,0,2023
Jose Cuas,3.99,65.1,72,2,2023
Alex Faedo,4.45,64.2,15,12,2023
Mike Baumann,3.76,64.2,60,0,2023
Mark Leiter Jr.,3.5,64.1,69,0,2023
Carlos Rod\xc3\xb3n,6.85,64.1,14,14,2023
Josh Sborz,4.62,64.1,54,0,2023
Adbert Alzolay,2.67,64.0,58,0,2023
Emmet Sheehan,5.06,64.0,14,11,2023
Cody Bradford,4.81,63.2,25,8,2023
Evan Phillips,1.98,63.2,64,0,2023
Nestor Cortes,4.97,63.1,12,12,2023
Gregory Soto,4.69,63.1,74,0,2023
Elvis Peguero,3.29,63.0,61,0,2023
Hogan Harris,7.14,63.0,14,6,2023
Clay Holmes,2.86,63.0,66,0,2023
Caleb Ferguson,3.3,62.2,70,7,2023
Sam Moll,3.03,62.1,70,1,2023
Carlos Est\xc3\xa9vez,3.9,62.1,63,0,2023
Ryan Brasier,3.05,62.0,60,0,2023
Colin Poche,2.48,61.2,67,0,2023
Adam Ottavino,3.21,61.2,66,0,2023
Matthew Liberatore,5.25,61.2,22,11,2023
Kirby Yates,3.23,61.1,62,0,2023
Ryan Walker,3.23,61.1,49,13,2023
Andre Jackson,4.99,61.1,19,7,2023
Kyle Nelson,4.13,61.0,73,2,2023
Lucas Sims,3.1,61.0,67,0,2023
Drew VerHagen,3.98,61.0,60,0,2023
F\xc3\xa9lix Bautista,1.48,61.0,56,0,2023
Tanner Banks,4.43,61.0,32,3,2023
James Kaprielian,6.34,61.0,14,11,2023
Will Smith,4.75,60.2,65,0,2023
Hunter Harvey,2.82,60.2,57,0,2023
Brock Burke,5.07,60.1,55,0,2023
Erasmo Ram\xc3\xadrez,6.41,60.1,38,2,2023
Jordan Romano,2.83,60.1,60,0,2023
Nick Sandlin,3.75,60.0,61,0,2023
Huascar Brazob\xc3\xa1n,4.07,59.2,51,0,2023
Steven Okert,4.53,59.2,65,2,2023
Luis Garcia,4.07,59.2,61,0,2023
Jeff Hoffman,2.43,59.1,62,0,2023
Jos\xc3\xa9 Cisnero,5.31,59.1,63,0,2023
Devin Williams,1.82,59.1,62,0,2023
Jorge L\xc3\xb3pez,5.95,59.0,61,0,2023
Taylor Clarke,5.95,59.0,58,2,2023
Albert Abreu,4.73,59.0,45,0,2023
Collin McHugh,4.3,58.2,41,1,2023
Andrew Nardi,2.91,58.2,64,0,2023
Aaron Bummer,6.79,58.1,61,0,2023
Trevor Gott,4.19,58.0,64,0,2023
Raisel Iglesias,2.64,58.0,61,0,2023
Ian Hamilton,2.64,58.0,39,3,2023
Dauri Moreta,3.72,58.0,55,0,2023
A.J. Puk,3.9,57.2,59,0,2023
Ryan Weathers,6.55,57.2,15,12,2023
Jake Diekman,3.28,57.2,64,0,2023
Joe Jim\xc3\xa9nez,2.98,57.1,60,0,2023
Michael Fulmer,4.42,57.0,58,1,2023
Dylan Floro,4.76,56.2,62,0,2023
G\xc3\xa9nesis Cabrera,3.99,56.1,62,0,2023
Drew Smith,4.15,56.1,62,0,2023
Josh Hader,1.28,56.1,61,0,2023
Mason Englert,5.46,56.0,31,1,2023
Colin Holderman,3.86,56.0,58,0,2023
Jacob Webb,3.88,55.2,56,0,2023
Seranthony Dom\xc3\xadnguez,3.42,55.1,63,0,2023
Cionel P\xc3\xa9rez,3.44,55.0,67,0,2023
Derek Law,3.6,55.0,54,3,2023
Adri\xc3\xa1n Martinez,4.75,55.0,22,1,2023
Lucas Erceg,4.75,55.0,50,0,2023
Corey Kluber,7.04,55.0,15,9,2023
Giovanny Gallegos,4.42,55.0,56,0,2023
Gabe Speier,3.79,54.2,69,0,2023
Ryne Stanek,4.28,54.2,59,0,2023
Brad Hand,5.6,54.2,61,0,2023
Brooks Raley,2.8,54.2,66,0,2023
Jordan Weems,3.62,54.2,51,0,2023
Jason Adam,2.98,54.1,56,0,2023
Wandy Peralta,2.83,54.0,63,0,2023
Dominic Leone,4.67,54.0,51,0,2023
Mason Thompson,5.5,54.0,51,0,2023
Tim Mayza,1.51,53.2,70,0,2023
Alex Young,3.86,53.2,63,0,2023
Steven Wilson,3.91,53.0,52,0,2023
Shawn Armstrong,1.36,53.0,40,6,2023
George Soriano,3.74,53.0,27,1,2023
Matt Moore,2.56,52.2,50,0,2023
Jared Shuster,5.81,52.2,11,11,2023
Daniel Lynch IV,4.64,52.1,9,9,2023
Sam Hentges,3.61,52.1,56,0,2023
Chase Silseth,3.96,52.1,16,8,2023
Danny Coulombe,2.75,52.1,63,0,2023
Robert Stephenson,3.1,52.1,60,0,2023
Brent Honeywell Jr.,4.82,52.1,40,0,2023
Johnny Cueto,6.02,52.1,13,10,2023
Hyun Jin Ryu,3.46,52.0,11,11,2023
Ronel Blanco,4.5,52.0,17,7,2023
Alex Vesia,4.35,51.2,58,1,2023
Joan Adon,6.45,51.2,12,10,2023
Taylor Rogers,3.83,51.2,60,0,2023
Josh Fleming,4.7,51.2,12,3,2023
Tom Cosgrove,1.75,51.1,54,0,2023
Tucker Davidson,5.96,51.1,38,1,2023
Andrew Chafin,4.73,51.1,63,0,2023
Chris Martin,1.05,51.1,55,0,2023
Jose Hernandez,4.97,50.2,50,0,2023
Brennan Bernardino,3.2,50.2,55,6,2023
Osvaldo Bido,5.86,50.2,16,9,2023
Keynan Middleton,3.38,50.2,51,0,2023
Pedro Avila,3.22,50.1,14,6,2023
Quinn Priester,7.74,50.0,10,8,2023
Andr\xc3\xa9s Machado,5.22,50.0,44,0,2023
Marco Gonzales,5.22,50.0,10,10,2023
Jos\xc3\xa9 Alvarado,1.64,49.1,50,0,2023
Daniel Bard,4.56,49.1,50,0,2023
Andr\xc3\xa9s Mu\xc3\xb1oz,2.94,49.0,52,0,2023
Aaron Loup,6.1,48.2,55,0,2023
Andrew Vasquez,3.35,48.1,42,0,2023
Will Vest,2.98,48.1,48,4,2023
Austin Pruitt,2.98,48.1,38,6,2023
Scott Alexander,4.66,48.1,55,8,2023
Dustin May,2.63,48.0,9,9,2023
Yency Almonte,5.06,48.0,49,0,2023
Tayler Saucedo,3.59,47.2,52,0,2023
Jake Woodford,6.23,47.2,15,8,2023
Chris Murphy,4.91,47.2,20,0,2023
Ron Marinaccio,3.99,47.1,45,0,2023
John Schreiber,3.86,46.2,46,2,2023
Eric Lauer,6.56,46.2,10,9,2023
Joey Lucchesi,2.89,46.2,9,9,2023
Trevor May,3.28,46.2,49,0,2023
Joe Mantiply,4.63,46.2,44,5,2023
Bryan Shaw,4.14,45.2,38,0,2023
Brad Keller,4.57,45.1,11,9,2023
Bryan Baker,4.17,45.1,47,0,2023
Pete Fairbanks,2.58,45.1,49,0,2023
Sam Long,5.6,45.0,40,1,2023
Jos\xc3\xa9 Ure\xc3\xb1a,6.45,44.2,10,10,2023
Drew Rasmussen,2.62,44.2,8,8,2023
Kenley Jansen,3.63,44.2,51,0,2023
Chasen Shreve,4.63,44.2,50,0,2023
Jos\xc3\xa9 Ruiz,5.89,44.1,38,1,2023
Chris Devenski,4.26,44.1,39,0,2023
Tim Hill,5.48,44.1,48,0,2023
Shelby Miller,1.64,44.0,37,1,2023
Tyler Alexander,4.5,44.0,25,1,2023
Ryan Feltner,5.82,43.1,10,10,2023
Dylan Covey,3.77,43.0,29,1,2023
JT Chargois,3.56,43.0,47,5,2023
Seth Martinez,5.23,43.0,35,0,2023
Angel Zerpa,4.85,42.2,15,3,2023
Nate Pearson,4.85,42.2,35,0,2023
Jalen Beeks,5.95,42.1,30,8,2023
Keaton Winn,4.68,42.1,9,5,2023
Jovani Mor\xc3\xa1n,5.31,42.1,43,0,2023
Ryan Thompson,3.4,42.1,40,0,2023
Ryan Pepiot,2.14,42.0,8,3,2023
Jos\xc3\xa9 Soriano,3.64,42.0,38,0,2023
Jos\xc3\xa9 Butt\xc3\xb3,3.64,42.0,9,7,2023
Hunter Gaddis,4.5,42.0,11,7,2023
Matt Waldron,4.35,41.1,8,6,2023
Joe Kelly,3.95,41.0,43,0,2023
Nick Ramirez,2.66,40.2,32,0,2023
Drey Jameson,3.32,40.2,15,3,2023
Tommy Kahnle,2.66,40.2,42,0,2023
Brendan White,5.09,40.2,33,2,2023
Michael Rucker,4.91,40.1,35,0,2023
Ryan Borucki,2.45,40.1,38,2,2023
Cory Abbott,6.64,39.1,22,0,2023
Yunior Marte,5.03,39.1,40,0,2023
Andrew Wantz,3.89,39.1,27,3,2023
James Karinchak,3.23,39.0,44,0,2023
Matt Koch,5.12,38.2,39,1,2023
Chad Kuhl,8.45,38.1,16,5,2023
Yohan Ram\xc3\xadrez,4.23,38.1,31,0,2023
John Brebbia,3.99,38.1,40,10,2023
Jimmy Lambert,5.26,37.2,35,1,2023
Dallas Keuchel,5.97,37.2,10,6,2023
Randy V\xc3\xa1squez,2.87,37.2,11,5,2023
Jeff Brigham,5.26,37.2,37,0,2023
Luis Fr\xc3\xadas,3.58,37.2,36,0,2023
Vince Velasquez,3.86,37.1,8,8,2023
John King,3.62,37.1,35,0,2023
Peter Strzelecki,4.38,37.0,37,0,2023
JoJo Romero,3.68,36.2,27,0,2023
Ryan Helsley,2.45,36.2,33,0,2023
Bowden Francis,1.73,36.1,20,0,2023
Carmen Mlodzinski,2.25,36.0,35,1,2023
Austin Cox,4.54,35.2,24,3,2023
Grant Anderson,5.05,35.2,26,0,2023
Trevor Megill,3.53,35.2,32,2,2023
Thaddeus Ward,6.37,35.1,26,0,2023
Nick Anderson,3.06,35.1,35,0,2023
Grant Hartwig,4.84,35.1,28,0,2023
Beau Brieske,3.6,35.0,25,1,2023
Mauricio Llovera,4.89,35.0,30,0,2023
Karl Kauffmann,8.23,35.0,11,3,2023
Peyton Battenfield,5.19,34.2,7,6,2023
Kyle Harrison,4.15,34.2,7,7,2023
Josh Winder,4.15,34.2,19,0,2023
Austin Voth,5.19,34.2,25,0,2023
Jesse Chavez,1.56,34.2,36,1,2023
Jordan Wicks,4.41,34.2,7,7,2023
Nick Lodolo,6.29,34.1,7,7,2023
Dylan Dodd,7.6,34.1,7,7,2023
Jose A. Ferrer,5.03,34.0,39,0,2023
Jos\xc3\xa9 Suarez,8.29,33.2,11,7,2023
Caleb Thielbar,3.74,33.2,40,0,2023
Drew Rom,8.02,33.2,8,8,2023
Victor Gonz\xc3\xa1lez,4.01,33.2,34,1,2023
Gavin Hollowell,5.88,33.2,26,0,2023
Luke Jackson,2.97,33.1,33,0,2023
Mason Miller,3.78,33.1,10,6,2023
Kenny Rosenberg,3.82,33.0,7,3,2023
Cooper Criswell,5.73,33.0,10,0,2023
Jimmy Cordero,3.86,32.2,31,1,2023
Joe La Sorsa,4.41,32.2,25,0,2023
Allan Winans,5.29,32.1,6,6,2023
Michael Soroka,6.4,32.1,7,6,2023
Abner Uribe,1.97,32.0,34,0,2023
Robert Garcia,3.66,32.0,25,0,2023
Carl Edwards Jr.,3.69,31.2,32,0,2023
Daniel Duarte,3.69,31.2,31,0,2023
Jonathan Hern\xc3\xa1ndez,5.4,31.2,33,0,2023
Trent Thornton,2.01,31.1,27,1,2023
Spencer Turnbull,7.26,31.0,7,7,2023
Gavin Stone,9.0,31.0,8,4,2023
Kyle Wright,6.97,31.0,9,7,2023
Brock Stewart,1.17,30.2,31,0,2023
Richard Bleier,5.28,30.2,27,0,2023
Jacob deGrom,2.67,30.1,6,6,2023
Noah Davis,8.7,30.0,8,6,2023
Jay Jackson,2.12,29.2,25,0,2023
Slade Cecconi,4.03,29.0,9,4,2023
Sean Hjelle,6.52,29.0,15,0,2023
Angel Perdomo,3.72,29.0,30,0,2023
Jimmy Herget,4.66,29.0,29,1,2023
Connor Brogdon,4.03,29.0,27,1,2023
Nick Wittgren,4.97,29.0,27,0,2023
Thomas Hatch,4.08,28.2,18,2,2023
Keegan Thompson,4.71,28.2,19,0,2023
Isaiah Campbell,2.83,28.2,27,0,2023
Daniel Palencia,4.45,28.1,27,0,2023
Justin Bruihl,5.46,28.0,27,0,2023
AJ Smith-Shawver,4.82,28.0,7,5,2023
Jackson Kowar,6.43,28.0,23,0,2023
Robert Suarez,4.23,27.2,26,0,2023
Dinelson Lamet,11.71,27.2,17,4,2023
Tim Herrin,5.53,27.2,23,0,2023
Andrew Su\xc3\xa1rez,7.16,27.2,13,0,2023
Casey Lawrence,6.59,27.1,15,0,2023
Zach Neal,6.67,27.0,14,2,2023
Ray Kerr,4.33,27.0,22,0,2023
Joe Jacques,5.06,26.2,23,1,2023
Mike Mayers,6.15,26.1,6,2,2023
Luis Cessa,9.0,26.0,7,6,2023
Tyler Mahle,3.16,25.2,5,5,2023
Brent Headrick,6.31,25.2,14,0,2023
Stephen Nogosek,5.61,25.2,13,0,2023
Calvin Faucher,7.01,25.2,17,4,2023
Andrew Bellatti,5.11,24.2,27,0,2023
Kevin Herget,5.18,24.1,14,0,2023
Duane Underwood Jr.,5.18,24.1,20,0,2023
Amos Willingham,6.66,24.1,18,0,2023
Amir Garrett,3.33,24.1,27,0,2023
Matt Carasiti,6.29,24.1,16,0,2023
Yerry de los Santos,3.33,24.1,22,0,2023
Jordan Balazovic,4.44,24.1,18,0,2023
Colin Selby,9.0,24.0,21,5,2023
Keegan Akin,6.85,23.2,24,1,2023
Dylan Lee,4.18,23.2,24,1,2023
John Means,2.66,23.2,4,4,2023
Tommy Hunter,6.85,23.2,14,0,2023
Tommy Doyle,6.85,23.2,15,0,2023
Bryce Jarvis,3.04,23.2,11,1,2023
Richard Lovelady,4.63,23.1,27,0,2023
Dany Jim\xc3\xa9nez,3.47,23.1,25,1,2023
James McArthur,4.63,23.1,18,2,2023
Brandon Walter,6.26,23.0,9,0,2023
Kaleb Ort,6.26,23.0,21,2,2023
DL Hall,2.78,22.2,20,0,2023
Devin Smeltzer,6.45,22.1,9,1,2023
Nick Robertson,6.04,22.1,18,1,2023
Cole Sands,3.74,21.2,15,0,2023
Luis Pati\xc3\xb1o,4.57,21.2,9,1,2023
Cody Bolton,6.33,21.1,16,0,2023
Matt Barnes,5.48,21.1,24,1,2023
Zach Plesac,7.59,21.1,5,5,2023
Connor Phillips,6.97,20.2,5,5,2023
Rob Zastryzny,4.79,20.2,21,1,2023
Drew Carlton,4.35,20.2,11,0,2023
Adam Cimber,7.4,20.2,22,0,2023
Darius Vines,3.98,20.1,5,2,2023
Collin Snider,4.87,20.1,20,1,2023
Max Castillo,4.43,20.1,7,0,2023
Gus Varland,6.64,20.1,16,0,2023
Sammy Peralta,4.05,20.0,16,0,2023
Sawyer Gipson-Long,2.7,20.0,4,4,2023
Brad Boxberger,4.95,20.0,22,0,2023
Josh Staumont,5.4,20.0,21,1,2023
Germ\xc3\xa1n M\xc3\xa1rquez,4.95,20.0,4,4,2023
Jackson Rutledge,6.75,20.0,4,4,2023
Anthony Bass,4.95,20.0,22,0,2023
Greg Weissert,4.05,20.0,17,0,2023
Lane Ramsey,5.85,20.0,21,0,2023
Reed Garrett,6.41,19.2,11,0,2023
Denyi Reyes,7.78,19.2,9,3,2023
John Curtiss,4.58,19.2,15,0,2023
Adam Oller,10.07,19.2,9,1,2023
Nick Mears,3.72,19.1,16,0,2023
Hobie Harris,5.12,19.1,16,0,2023
Javy Guerra,6.05,19.1,17,2,2023
Ben Heller,3.86,18.2,19,0,2023
Justin Garza,7.36,18.1,17,1,2023
Dylan Coleman,8.84,18.1,23,1,2023
Brett Kennedy,6.5,18.0,5,2,2023
Drew Rucinski,9.0,18.0,4,4,2023
Trevor Rogers,4.0,18.0,4,4,2023
Zach Jackson,2.5,18.0,19,0,2023
Domingo Tapia,3.57,17.2,15,0,2023
Jonathan Loaisiga,3.06,17.2,17,0,2023
Josh Taylor,8.15,17.2,17,1,2023
Tayler Scott,5.6,17.2,18,2,2023
Jos\xc3\xa9 De Le\xc3\xb3n,4.67,17.1,12,1,2023
Austin Adams,5.71,17.1,24,0,2023
Tyler Gilbert,5.19,17.1,11,0,2023
Jorge Alcala,6.23,17.1,11,0,2023
Trey Wingenter,5.82,17.0,17,0,2023
Sam Bachman,3.18,17.0,11,0,2023
Francisco P\xc3\xa9rez,5.94,16.2,17,1,2023
