pitcher_id,pitch_type,n_pitches,velo,ivb,hb,extension,release_height,release_side,spin_rate,spin_axis_sin,spin_axis_cos,throws,usage_pct,year,pitcher_name
434378,CH,160,84.001875,9.70125,-13.431000000000001,5.966875,7.063124999999999,-1.70075,1779.49375,-0.7478076921816392,-0.6522239541047783,R,0.10139416983523447,2024,Justin Verlander
434378,CU,346,77.62341040462428,-13.433410404624277,7.230867052023122,5.955202312138728,7.06835260115607,-1.6552312138728325,2685.421965317919,0.5965494520168195,0.7987912196494472,R,0.21926489226869456,2024,Justin Verlander
434378,FF,767,93.4696219035202,19.286675358539764,-8.6193481095176,5.938722294654498,7.12728813559322,-1.4322816166883963,2395.024771838331,-0.44252862685256067,-0.8940632925897098,R,0.48605830164765523,2024,Justin Verlander
434378,SL,305,86.69901639344262,5.914229508196721,4.001704918032787,5.967540983606557,7.069147540983607,-1.6169508196721312,2441.6426229508197,0.12423130858284771,-0.9561103692251197,R,0.1932826362484157,2024,Justin Verlander
445276,FC,682,92.2274193548387,17.456304985337244,5.948269794721408,6.764222873900293,6.488445747800586,-1.9963343108504399,2627.714076246334,0.12885915348171223,-0.9859166388912741,R,0.8557089084065245,2024,Kenley Jansen
445276,SI,66,93.1939393939394,19.716363636363635,-5.592727272727273,6.837878787878788,6.5219696969696965,-1.6954545454545455,2263.7384615384617,-0.12207581093947666,-0.9897206740256413,R,0.08281053952321205,2024,Kenley Jansen
445276,SL,49,82.47142857142858,-3.8081632653061224,6.227755102040817,6.669387755102041,6.458571428571429,-2.0683673469387753,2421.326530612245,0.9340523773403215,0.266550445996069,R,0.06148055207026349,2024,Kenley Jansen
445926,CH,143,85.1944055944056,2.2044755244755248,-16.045594405594404,6.373426573426573,5.168671328671329,-1.5925174825174824,1878.3566433566434,-0.9530050471810899,-0.2754836145095185,R,0.13554502369668248,2024,Jesse Chavez
445926,CU,75,75.67866666666666,-8.3168,15.7296,6.332,5.317066666666666,-1.4970666666666668,2558.1866666666665,0.8062754017410874,0.5576024811932141,R,0.07109004739336493,2024,Jesse Chavez
445926,FC,550,88.81690909090909,12.514036363636365,-1.861309090909091,6.253636363636364,5.084236363636363,-1.6548545454545454,2199.6872727272726,-0.5463190685961365,-0.8261869806838845,R,0.5213270142180095,2024,Jesse Chavez
