pitcher_name,ERA,IP,G,GS,year
Joe Ryan,3.6,135.0,23,23,2024
Mart\xc3\xadn P\xc3\xa9rez,4.53,135.0,26,26,2024
Justin Steele,3.07,134.2,24,24,2024
Tyler Glasnow,3.49,134.0,22,22,2024
Simeon Woods Richardson,4.17,133.2,28,28,2024
Albert Su\xc3\xa1rez,3.7,133.2,32,24,2024
David Peterson,2.84,133.1,26,22,2024
Paul Skenes,1.96,133.0,23,23,2024
Michael Lorenzen,3.32,132.2,28,24,2024
Kyle Hendricks,5.92,130.2,29,24,2024
Ryan Pepiot,3.6,130.0,26,26,2024
Dean Kremer,4.1,129.2,24,24,2024
Alec Marsh,4.53,129.0,26,25,2024
Joey Estes,5.01,127.2,25,24,2024
Jonathan Cannon,4.49,124.1,23,21,2024
Trevor Rogers,4.92,124.1,25,25,2024
Kyle Harrison,4.56,124.1,24,24,2024
Gerrit Cole,3.12,124.0,22,22,2024
Spencer Schwellenbach,3.35,123.2,21,21,2024
Jared Jones,4.14,121.2,22,22,2024
Bryan Woo,2.89,121.1,22,22,2024
Andre Pallante,3.78,121.1,29,20,2024
Reese Olson,3.41,121.1,24,23,2024
Lance Lynn,3.84,117.1,23,23,2024
Jordan Montgomery,6.23,117.0,25,21,2024
Grayson Rodriguez,3.86,116.2,20,20,2024
Nick Lodolo,4.76,115.1,21,21,2024
Kyle Freeland,5.24,113.1,21,21,2024
Jos\xc3\xa9 Soriano,3.42,113.0,22,20,2024
Kenta Maeda,6.09,112.1,28,16,2024
Cole Irvin,5.11,111.0,29,16,2024
Jordan Hicks,4.1,109.2,29,20,2024
Jos\xc3\xa9 Ure\xc3\xb1a,3.8,109.0,33,9,2024
Yoshinobu Yamamoto,3.15,108.2,22,22,2024
Tyler Alexander,5.1,107.2,23,9,2024
Bryse Wilson,4.04,104.2,34,9,2024
Blake Snell,3.12,104.0,20,20,2024
Bowden Francis,3.3,103.2,27,13,2024
Carlos Carrasco,5.64,103.2,21,21,2024
Joe Musgrove,3.83,103.1,20,20,2024
Jon Gray,4.47,102.2,23,19,2024
Casey Mize,4.49,102.1,22,20,2024
Keider Montero,4.62,101.1,21,17,2024
James Paxton,4.4,100.1,21,21,2024
Tyler Holton,2.61,100.0,72,11,2024
Cooper Criswell,4.08,99.1,26,18,2024
Luke Weaver,2.72,99.1,74,0,2024
Randy V\xc3\xa1squez,4.87,98.0,20,20,2024
Clarke Schmidt,3.14,97.1,19,19,2024
Logan Allen,5.64,97.1,20,20,2024
Edward Cabrera,4.95,96.1,20,20,2024
Yu Darvish,3.12,95.1,18,18,2024
Ryan Yarbrough,3.3,95.1,43,0,2024
Dane Dunning,5.31,95.0,26,15,2024
Carson Spiers,5.46,90.2,22,10,2024
Walker Buehler,5.08,90.1,20,19,2024
Justin Verlander,5.48,90.1,17,17,2024
Derek Law,2.6,90.0,75,0,2024
Dakota Hudson,6.17,89.0,18,18,2024
DJ Herz,4.16,88.2,19,19,2024
Chris Paddack,4.99,88.1,17,17,2024
Reid Detmers,6.7,87.1,17,17,2024
Ryan Weathers,3.63,86.2,16,16,2024
Yariel Rodr\xc3\xadguez,4.47,86.2,21,21,2024
Carson Fulmer,4.15,86.2,37,8,2024
Pedro Avila,3.63,86.2,57,0,2024
Matthew Liberatore,4.4,86.0,60,6,2024
Ross Stripling,6.01,85.1,22,14,2024
Cade Smith,2.11,85.1,83,0,2024
Taijuan Walker,7.1,83.2,19,15,2024
Roddery Mu\xc3\xb1oz,6.53,82.2,18,17,2024
Emmanuel Clase,1.42,82.1,81,0,2024
Tylor Megill,4.37,82.1,18,15,2024
Hunter Gaddis,1.87,82.0,86,0,2024
Jos\xc3\xa9 Butt\xc3\xb3,2.89,81.0,36,7,2024
Sean Hjelle,3.9,80.2,58,0,2024
Ryan Walker,1.91,80.0,76,1,2024
Cade Povich,5.2,79.2,16,16,2024
Bryan Abreu,3.05,79.2,79,0,2024
Michael Soroka,4.74,79.2,25,9,2024
Patrick Sandoval,5.08,79.2,16,16,2024
Shane Baz,3.06,79.1,14,14,2024
Michael Tonkin,3.63,79.1,57,0,2024
Keegan Akin,3.29,79.1,67,0,2024
Jason Adam,2.05,79.0,79,0,2024
Gavin Williams,5.06,78.1,17,17,2024
Graham Ashcraft,5.24,77.1,15,15,2024
Slade Cecconi,6.66,77.0,20,13,2024
Michael Kopech,3.4,76.2,77,1,2024
Tanner Scott,1.65,76.1,77,0,2024
Cody Bradford,3.54,76.1,14,13,2024
Will Vest,2.71,76.1,75,0,2024
Landon Knack,4.03,76.0,18,12,2024
Triston McKenzie,5.11,75.2,16,16,2024
Joe Ross,3.69,75.2,27,10,2024
Tim Hill,3.11,75.1,72,0,2024
Paul Blackburn,4.66,75.1,14,14,2024
Josh Winckowski,4.2,75.0,39,6,2024
Clay Holmes,3.0,75.0,80,0,2024
Tim Herrin,1.82,74.0,84,0,2024
Victor Vodnik,4.28,73.2,64,0,2024
Beau Brieske,3.42,73.2,52,12,2024
Merrill Kelly,4.03,73.2,13,13,2024
Tanner Banks,4.05,73.1,64,2,2024
Hunter Strickland,3.31,73.1,72,0,2024
Josh Hader,3.8,73.1,73,0,2024
Jared Shuster,4.3,73.1,39,4,2024
Justin Martinez,2.48,72.2,64,0,2024
Trent Thornton,3.61,72.1,71,0,2024
Hogan Harris,2.86,72.1,21,9,2024
Hayden Birdsong,4.75,72.0,16,16,2024
Alex Vesia,1.63,72.0,74,0,2024
David Robertson,3.0,72.0,68,0,2024
Dennis Santana,3.89,71.2,62,0,2024
Ty Blach,6.94,71.1,20,12,2024
Cole Sands,3.28,71.1,62,0,2024
A.J. Puk,3.15,71.1,62,4,2024
Buck Farmer,3.04,71.0,61,1,2024
Griffin Jax,2.03,71.0,72,0,2024
Andrew Kittredge,2.8,70.2,74,0,2024
Kevin Kelly,2.67,70.2,68,0,2024
Tyler Rogers,2.82,70.1,77,0,2024
Phil Maton,4.09,70.1,77,0,2024
Declan Cronin,4.35,70.1,56,0,2024
Jalen Beeks,4.5,70.0,71,0,2024
Kevin Ginkel,3.21,70.0,72,0,2024
Joe Jim\xc3\xa9nez,2.58,69.2,70,0,2024
Raisel Iglesias,1.95,69.1,66,0,2024
Adrian Houser,5.84,69.1,23,7,2024
Daniel Hudson,3.39,69.0,72,0,2024
Tayler Scott,2.23,68.2,62,1,2024
Valente Bellozo,3.67,68.2,13,13,2024
Dylan Floro,3.8,68.2,66,0,2024
Robert Suarez,2.63,68.1,68,0,2024
Grant Holmes,3.56,68.1,26,7,2024
Roansy Contreras,4.35,68.1,49,3,2024
Lucas Erceg,3.33,67.2,66,0,2024
Jeff Hoffman,2.93,67.2,71,0,2024
Hayden Wesneski,3.86,67.2,28,7,2024
Joey Wentz,4.68,67.1,46,1,2024
Erik Miller,3.88,67.1,73,10,2024
Jakob Junis,2.69,67.0,24,6,2024
Jes\xc3\xbas Luzardo,5.0,66.2,12,12,2024
Orion Kerkering,2.3,66.2,68,2,2024
Shawn Armstrong,4.86,66.2,57,7,2024
Jos\xc3\xa9 Leclerc,4.32,66.2,64,0,2024
Trevor Williams,2.03,66.2,13,13,2024
Ryan Fernandez,3.38,66.2,62,0,2024
Fernando Cruz,4.86,66.2,69,3,2024
Ryan Helsley,2.04,66.1,65,0,2024
Nate Pearson,4.48,66.1,60,1,2024
Ryan Thompson,3.26,66.1,67,0,2024
Jacob Barnes,4.36,66.0,63,0,2024
Adri\xc3\xa1n Morej\xc3\xb3n,2.86,66.0,62,0,2024
Brent Suter,3.15,65.2,47,3,2024
Reed Garrett,3.97,65.2,60,0,2024
Trevor Richards,4.55,65.1,55,2,2024
Jeremiah Estrada,2.76,65.1,66,0,2024
Jesse Chavez,3.03,65.1,47,0,2024
Jack Kochanowicz,3.99,65.1,11,11,2024
Mason Miller,2.49,65.0,55,0,2024
Matt Strahm,2.37,64.2,69,0,2024
Hoby Milner,4.73,64.2,61,1,2024
David Festa,4.9,64.1,14,13,2024
Enyel De Los Santos,5.2,64.0,64,0,2024
Tyler Kinley,6.19,64.0,67,0,2024
Yuki Matsui,3.68,63.2,65,0,2024
Kyle Finnegan,3.68,63.2,65,0,2024
Osvaldo Bido,3.41,63.1,16,9,2024
Mark Leiter Jr.,4.26,63.1,66,0,2024
Greg Weissert,3.13,63.1,62,0,2024
Ryne Stanek,4.69,63.1,70,0,2024
Jared Koenig,2.44,62.2,56,6,2024
Jos\xc3\xa9 Alvarado,4.33,62.1,67,0,2024
Bryan Hudson,1.73,62.1,43,0,2024
Edwin D\xc3\xadaz,3.47,62.1,60,0,2024
Tyson Miller,2.32,62.0,58,0,2024
Kirby Yates,1.17,61.2,61,0,2024
Aroldis Chapman,3.79,61.2,68,0,2024
G\xc3\xa9nesis Cabrera,3.65,61.2,68,0,2024
Dylan Lee,2.05,61.1,53,0,2024
Evan Phillips,3.23,61.1,66,0,2024
Yennier Cano,3.08,61.1,71,0,2024
Peter Lambert,5.72,61.1,28,3,2024
Austin Voth,3.69,61.0,68,0,2024
Emerson Hancock,4.75,60.2,12,12,2024
Joel Payamps,3.41,60.2,70,0,2024
Jason Foley,3.28,60.1,70,0,2024
Seranthony Dom\xc3\xadnguez,4.33,60.1,65,0,2024
Nick Mears,5.7,60.0,56,0,2024
John King,2.85,60.0,56,0,2024
Hector Neris,4.05,60.0,63,0,2024
Taylor Rogers,2.4,60.0,64,0,2024
Garrett Cleavinger,3.75,60.0,68,0,2024
Joe Mantiply,3.92,59.2,75,2,2024
Robert Garcia,4.22,59.2,72,0,2024
Anthony Molina,6.79,59.2,35,1,2024
Justin Lawrence,6.49,59.2,56,0,2024
Bryce Jarvis,3.19,59.1,44,0,2024
Andr\xc3\xa9s Mu\xc3\xb1oz,2.12,59.1,60,0,2024
JoJo Romero,3.36,59.0,65,0,2024
Blake Treinen,1.98,59.0,59,0,2024
Camilo Doval,4.88,59.0,62,0,2024
Drew Smyly,3.84,58.2,50,0,2024
Mike Baumann,5.55,58.1,57,0,2024
Jorge Alcala,3.24,58.1,54,0,2024
Chris Stratton,5.55,58.1,57,0,2024
Luis Garcia,4.78,58.1,59,0,2024
Chase Anderson,5.4,58.1,29,1,2024
Aaron Bummer,3.41,58.0,57,0,2024
Nick Sandlin,3.75,57.2,68,1,2024
Anthony Banda,2.81,57.2,58,2,2024
Carlos Est\xc3\xa9vez,2.5,57.2,57,0,2024
David Bednar,5.77,57.2,62,0,2024
Angel Zerpa,3.75,57.2,65,0,2024
Pierce Johnson,3.61,57.1,59,0,2024
Ryan Pressly,3.92,57.1,60,0,2024
Jacob Webb,2.98,57.1,61,0,2024
Alex Faedo,3.61,57.1,37,6,2024
Max Meyer,5.68,57.0,11,11,2024
James McArthur,4.92,56.2,57,0,2024
Zack Kelly,3.97,56.2,49,3,2024
T.J. McFarland,3.81,56.2,79,0,2024
Burch Smith,4.95,56.1,50,0,2024
Bryan Hoeing,2.56,56.1,37,2,2024
Andrew Chafin,3.51,56.1,62,0,2024
Alexis D\xc3\xadaz,3.99,56.1,60,0,2024
Adam Ottavino,4.34,56.0,60,0,2024
Bobby Miller,8.52,56.0,13,13,2024
Shelby Miller,4.53,55.2,51,0,2024
Ben Brown,3.58,55.1,15,8,2024
John Brebbia,5.86,55.1,59,0,2024
Keaton Winn,7.16,55.1,12,12,2024
Justin Slaten,2.93,55.1,44,0,2024
John Schreiber,3.42,55.1,64,0,2024
Scott Barlow,4.25,55.0,63,0,2024
Luke Jackson,5.07,55.0,53,0,2024
Caleb Ferguson,4.61,54.2,63,0,2024
Kyle Nicolas,3.95,54.2,51,0,2024
Kenley Jansen,3.29,54.2,54,0,2024
Spencer Turnbull,2.65,54.1,17,7,2024
Jhoan Duran,3.64,54.1,58,0,2024
Cionel P\xc3\xa9rez,4.67,54.0,63,0,2024
Calvin Faucher,3.19,53.2,53,0,2024
Gregory Soto,4.36,53.2,67,0,2024
Justin Anderson,4.39,53.1,56,0,2024
Chad Kuhl,5.06,53.1,31,1,2024
Jorge L\xc3\xb3pez,2.89,53.0,52,0,2024
Anthony Bender,4.08,53.0,59,0,2024
Seth Martinez,3.59,52.2,44,0,2024
Jos\xc3\xa9 Ruiz,3.78,52.1,54,0,2024
Randy Rodr\xc3\xadguez,4.3,52.1,35,1,2024
Chad Green,3.27,52.1,52,0,2024
Craig Kimbrel,5.33,52.1,57,0,2024
Jos\xc3\xa9 Suarez,6.02,52.1,22,3,2024
Huascar Brazob\xc3\xa1n,3.83,51.2,39,0,2024
Tyler Ferguson,3.68,51.1,48,0,2024
Elvis Peguero,2.98,51.1,52,0,2024
Tommy Kahnle,2.1,51.1,59,0,2024
Colin Holderman,3.16,51.1,55,0,2024
Michael Grove,5.26,51.1,40,2,2024
Matthew Boyd,2.28,51.1,11,11,2024
Tanner Rainey,4.76,51.0,50,0,2024
Brennan Bernardino,4.06,51.0,57,3,2024
Hunter Harvey,4.44,50.2,49,0,2024
Carmen Mlodzinski,3.38,50.2,40,4,2024
Landen Roupp,3.58,50.1,23,4,2024
Brant Hurter,2.32,50.1,12,1,2024
Davis Martin,4.32,50.0,11,10,2024
Eduardo Rodr\xc3\xadguez,5.04,50.0,10,10,2024
Andrew Nardi,5.07,49.2,59,0,2024
Louis Varland,7.61,49.2,16,7,2024
Bryce Elder,6.52,49.2,10,10,2024
Quinn Priester,4.71,49.2,11,7,2024
Lucas Sims,4.38,49.1,58,0,2024
Kyle Muller,4.01,49.1,21,0,2024
Spencer Bivens,3.14,48.2,27,2,2024
Trevor Megill,2.59,48.2,50,0,2024
Kyle Leahy,4.07,48.2,33,0,2024
Matt Moore,5.03,48.1,51,0,2024
Zach Pop,5.63,48.0,57,0,2024
Joe Boyle,6.42,47.2,13,10,2024
Caleb Thielbar,5.32,47.1,59,0,2024
Christian Scott,4.56,47.1,9,9,2024
Sam Long,3.09,46.2,48,0,2024
Stephen Kolek,5.21,46.2,42,0,2024
Justin Wilson,5.59,46.2,60,0,2024
Brent Honeywell Jr.,3.88,46.1,23,1,2024
Eli Morgan,1.96,46.0,38,0,2024
Jordan Wicks,5.48,46.0,11,10,2024
Brendon Little,3.74,45.2,49,0,2024
Shawn Dubin,4.17,45.1,31,2,2024
Pete Fairbanks,3.57,45.1,46,0,2024
Yohan Ram\xc3\xadrez,6.2,45.0,38,0,2024
Tim Mayza,6.0,45.0,53,0,2024
Chris Martin,3.45,44.1,45,0,2024
Drew Thorpe,5.48,44.1,9,9,2024
Steven Matz,5.08,44.1,12,7,2024
Jacob Latz,3.71,43.2,46,0,2024
Jhony Brito,4.12,43.2,26,0,2024
Jonathan Hern\xc3\xa1ndez,5.4,43.1,29,1,2024
Max Scherzer,3.95,43.1,9,9,2024
Daniel Lynch IV,3.32,43.1,16,3,2024
Jake Cousins,3.14,43.0,43,0,2024
Porter Hodge,1.88,43.0,39,0,2024
DL Hall,5.02,43.0,13,7,2024
Cam Booser,3.38,42.2,43,0,2024
Xzavion Curry,4.64,42.2,16,5,2024
Adam Oller,5.31,42.1,8,8,2024
Darren McCaughan,6.21,42.0,12,5,2024
Edwin Uceta,1.51,41.2,30,0,2024
Collin Snider,1.94,41.2,42,0,2024
Jordan Weems,6.7,41.2,41,0,2024
Austin Adams,3.92,41.1,56,0,2024
Brad Keller,5.44,41.1,16,2,2024
Will Smith,6.53,41.1,45,0,2024
Danny Young,4.79,41.1,44,0,2024
Joey Cantillo,4.83,41.0,12,8,2024
Jes\xc3\xbas Tinoco,3.32,40.2,32,0,2024
Luis Medina,5.18,40.0,8,8,2024
Jake Bird,4.5,40.0,35,0,2024
Paul Sewald,4.31,39.2,42,0,2024
Wandy Peralta,4.08,39.2,47,0,2024
Alex Wood,5.26,39.1,9,9,2024
Ian Hamilton,3.89,39.1,37,0,2024
Kyle Bradish,2.75,39.1,8,8,2024
Yimi Garc\xc3\xada,3.46,39.0,39,0,2024
Scott Alexander,2.56,38.2,45,0,2024
Tayler Saucedo,3.49,38.2,53,0,2024
Erik Swanson,4.93,38.1,44,0,2024
Tommy Henry,7.04,38.1,9,7,2024
Rafael Montero,4.7,38.1,41,0,2024
Thyago Vieira,5.21,38.0,28,0,2024
Emilio Pag\xc3\xa1n,4.5,38.0,38,1,2024
Zebby Matthews,6.69,37.2,9,9,2024
Manuel Rodr\xc3\xadguez,2.15,37.2,40,0,2024
Sam Moll,3.35,37.2,48,0,2024
Hunter Stratton,3.58,37.2,36,0,2024
Colin Poche,3.86,37.1,43,0,2024
Braxton Garrett,5.35,37.0,7,7,2024
Ryan Brasier,3.89,37.0,37,6,2024
Tyler Phillips,6.87,36.2,8,7,2024
Dillon Tate,4.66,36.2,33,0,2024
Justin Wrobleski,5.7,36.1,8,6,2024
JT Chargois,2.23,36.1,36,0,2024
Mason Black,6.44,36.1,9,8,2024
Nick Nastrini,7.07,35.2,9,8,2024
Jack Leiter,8.83,35.2,9,6,2024
Sixto S\xc3\xa1nchez,6.06,35.2,14,7,2024
Nick Anderson,4.04,35.2,37,0,2024
Steven Okert,5.09,35.1,44,1,2024
Kris Bubic,2.57,35.0,31,0,2024
Jake Woodford,7.97,35.0,9,7,2024
Dedniel N\xc3\xba\xc3\xb1ez,2.31,35.0,25,0,2024
Cristian Javier,3.89,34.2,7,7,2024
Kody Funderburk,6.49,34.2,27,0,2024
Ben Joyce,2.08,34.2,31,1,2024
Steven Wilson,5.71,34.2,40,0,2024
Tanner Gordon,8.65,34.1,8,8,2024
Chris Roycroft,4.19,34.1,27,0,2024
A.J. Minter,2.62,34.1,39,0,2024
Richard Lovelady,4.46,34.1,35,0,2024
J.T. Ginn,4.24,34.0,8,6,2024
Brock Burke,5.82,34.0,34,1,2024
Michel Ota\xc3\xb1ez,3.44,34.0,36,0,2024
Marco Gonzales,4.54,33.2,7,7,2024
Adam Mazur,7.49,33.2,8,8,2024
Jeffrey Springs,3.27,33.0,7,7,2024
Scott McGough,7.44,32.2,26,2,2024
Jose A. Ferrer,3.38,32.0,31,0,2024
Joe Kelly,4.78,32.0,35,0,2024
Jake Diekman,5.63,32.0,43,0,2024
Julian Aguiar,6.25,31.2,7,7,2024
Angel Chivilli,4.55,31.2,30,0,2024
Kyle Tyler,5.4,31.2,8,7,2024
Josh Fleming,4.02,31.1,25,3,2024
Jordan Leasure,6.32,31.1,33,0,2024
Michael Kelly,2.59,31.1,28,0,2024
Ryan Burr,4.31,31.1,33,4,2024
Brenan Hanifee,1.74,31.0,22,3,2024
Robbie Ray,4.7,30.2,7,7,2024
Matt Bowman,4.4,30.2,25,1,2024
Rhett Lowder,1.17,30.2,6,6,2024
Bradley Blalock,5.87,30.2,7,6,2024
Keegan Thompson,2.67,30.1,24,0,2024
Danny Coulombe,2.08,30.1,34,0,2024
Clayton Kershaw,4.5,30.0,7,7,2024
Davis Daniel,6.3,30.0,6,6,2024
Yonny Chirinos,6.3,30.0,6,6,2024
Tony Santillan,3.0,30.0,29,1,2024
Carlos Hern\xc3\xa1ndez,3.3,30.0,27,0,2024
Brandon Bielak,5.16,29.2,16,0,2024
George Soriano,6.75,29.1,22,0,2024
Eduardo Salazar,2.76,29.1,26,0,2024
Spencer Howard,6.21,29.0,9,3,2024
Drew Rasmussen,2.83,28.2,16,4,2024
Yilber D\xc3\xadaz,3.81,28.1,7,4,2024
Aaron Ashby,3.49,28.1,15,2,2024
Robert Gasser,2.57,28.0,5,5,2024
Eduard Bazardo,4.88,27.2,23,0,2024
Matt Manning,4.88,27.2,5,5,2024
Bryan Sammons,3.62,27.1,6,0,2024
Bryan King,2.33,27.0,29,0,2024
Kolby Allard,5.0,27.0,7,4,2024
Aaron Brooks,5.06,26.2,5,4,2024
Ethan Roberts,3.71,26.2,21,0,2024
Chris Devenski,6.75,26.2,19,0,2024
Grant Anderson,8.1,26.2,23,0,2024
Jay Jackson,7.52,26.1,20,0,2024
Gerson Garabito,4.78,26.1,18,2,2024
Gus Varland,3.42,26.1,26,0,2024
Luke Little,3.46,26.0,29,1,2024
Yunior Marte,6.92,26.0,23,0,2024
Dany Jim\xc3\xa9nez,4.91,25.2,25,0,2024
Hans Crouse,2.84,25.1,25,0,2024
J.P. France,7.46,25.1,5,5,2024
Kaleb Ort,2.55,24.2,22,0,2024
Cody Poteet,2.22,24.1,5,4,2024
Adam Cimber,7.03,24.1,28,0,2024
Josh Staumont,3.7,24.1,25,0,2024
Alek Manoah,3.7,24.1,5,5,2024
Kenny Rosenberg,6.0,24.0,7,1,2024
Sean Guenther,1.13,24.0,21,0,2024
Fraser Ellard,3.75,24.0,25,0,2024
Gabe Speier,5.7,23.2,29,0,2024
Matt Festa,5.7,23.2,19,0,2024
Sam Hentges,3.04,23.2,25,0,2024
Mitch White,7.23,23.2,13,0,2024
Ty Madden,4.94,23.2,7,1,2024
Victor Gonz\xc3\xa1lez,3.86,23.1,27,0,2024
Ron Marinaccio,3.86,23.1,16,0,2024
Bryan Baker,5.01,23.1,19,0,2024
Devin Williams,2.7,23.1,24,0,2024
Michael McGreevy,1.96,23.0,4,3,2024
Touki Toussaint,7.43,23.0,11,0,2024
Will Warren,10.32,22.2,6,5,2024
Brady Basso,4.03,22.1,7,4,2024
Ray Kerr,5.64,22.1,10,2,2024
Tommy Nance,4.09,22.0,20,0,2024
Alex Cobb,4.09,22.0,5,5,2024
Mason Englert,5.4,21.2,12,1,2024
Enoli Paredes,1.66,21.2,18,0,2024
Sean Reid-Foley,1.66,21.2,23,0,2024
Yerry Rodr\xc3\xadguez,8.72,21.2,16,0,2024
Emmanuel Ramirez,6.97,20.2,15,0,2024
Giovanny Gallegos,6.53,20.2,21,0,2024
John Means,2.61,20.2,4,4,2024
Domingo Germ\xc3\xa1n,7.84,20.2,7,2,2024
Colten Brewer,5.66,20.2,16,0,2024
Erasmo Ram\xc3\xadrez,4.35,20.2,13,0,2024
Richard Fitts,1.74,20.2,4,4,2024
Ryder Ryan,5.66,20.2,15,0,2024
Daysbel Hern\xc3\xa1ndez,2.21,20.1,17,0,2024
Scott Blewett,1.77,20.1,12,0,2024
River Ryan,1.33,20.1,4,4,2024
Noah Davis,5.75,20.1,9,0,2024
Michael Petersen,5.95,19.2,16,0,2024
Jeff Criswell,2.75,19.2,13,0,2024
Jos\xc3\xa9 Marte,2.33,19.1,14,0,2024
Jos\xc3\xa9 Quijada,3.26,19.1,22,0,2024
Ronny Henriquez,3.26,19.1,16,1,2024
Troy Taylor,3.72,19.1,21,0,2024
Dominic Leone,6.63,19.0,23,0,2024
Prelander Berroa,3.32,19.0,17,0,2024
Anthony Maldonado,5.68,19.0,16,1,2024
Sean Burke,1.42,19.0,4,3,2024
Alex Lange,4.34,18.2,21,0,2024
Cody Bolton,4.34,18.2,17,0,2024
Garrett Whitlock,1.96,18.1,4,4,2024
Blake Walston,4.42,18.1,7,2,2024
Erik Sabrowski,0.5,18.0,13,0,2024
Walter Pennington,3.0,18.0,16,1,2024
Bailey Horn,6.5,18.0,18,0,2024
Guillo Zu\xc3\xb1iga,5.09,17.2,15,0,2024
Joe La Sorsa,4.58,17.2,16,0,2024
Kent Emanuel,6.62,17.2,12,0,2024
Drew Smith,3.06,17.2,19,0,2024
Brandon Hughes,8.15,17.2,15,2,2024
Ky Bush,5.6,17.2,4,4,2024
Cole Winn,7.79,17.1,13,0,2024
Hunter Bigge,2.6,17.1,19,1,2024
Adbert Alzolay,4.67,17.1,18,0,2024
Ryan Zeferjahn,2.12,17.0,12,0,2024
Zack Thompson,9.53,17.0,5,2,2024
Dallas Keuchel,5.4,16.2,4,4,2024
Alek Jacob,2.7,16.2,9,0,2024
Shaun Anderson,8.27,16.1,6,2,2024
Yosver Zulueta,4.96,16.1,12,0,2024
Cole Sulser,2.76,16.1,10,2,2024
