pitcher_name,ERA,IP,G,GS,year
Luis Fr\xc3\xadas,10.59,17.0,15,0,2022
Domingo Tapia,8.47,17.0,11,0,2022
Keynan Middleton,5.29,17.0,18,0,2022
Edwin Uceta,5.82,17.0,10,0,2022
Jake Reed,7.02,16.2,18,0,2022
Tommy Milone,5.4,16.2,7,0,2022
Cody Stashak,3.86,16.1,11,0,2022
Phillips Vald\xc3\xa9z,4.41,16.1,13,0,2022
JoJo Romero,4.96,16.1,17,0,2022
Mauricio Llovera,4.41,16.1,17,1,2022
Eduard Bazardo,2.76,16.1,12,0,2022
Jacob Lemoine,7.71,16.1,9,0,2022
Luis Ortiz,4.5,16.0,4,4,2022
Blake Taylor,3.94,16.0,19,0,2022
Austin Warren,5.63,16.0,14,0,2022
Robert Dugger,6.19,16.0,4,1,2022
Kyle Crick,4.02,15.2,14,0,2022
Jackson Kowar,9.77,15.2,7,0,2022
Jos\xc3\xa9 \xc3\x81lvarez,5.28,15.1,21,0,2022
Justin Grimm,4.11,15.1,15,0,2022
Robert Gsellman,4.7,15.1,8,0,2022
Jhonathan D\xc3\xadaz,2.93,15.1,4,3,2022
Luke Bard,1.8,15.0,9,0,2022
Jeremy Beasley,4.8,15.0,9,0,2022
Chad Green,3.0,15.0,14,0,2022
Thomas Szapucki,7.2,15.0,11,1,2022
Luke Farrell,5.4,15.0,6,2,2022
Chris Devenski,8.59,14.2,13,0,2022
Fernando Cruz,1.23,14.2,14,2,2022
Phoenix Sanders,3.07,14.2,8,0,2022
Tommy Kahnle,4.3,14.2,16,0,2022
Andrew Nardi,9.82,14.2,13,0,2022
Drew Steckenrider,5.65,14.1,16,0,2022
Jimmy Yacabonis,8.36,14.0,14,1,2022
Manuel Rodr\xc3\xadguez,3.29,13.2,14,0,2022
Zack Kelly,3.95,13.2,13,0,2022
Reiss Knehr,3.95,13.2,5,1,2022
DL Hall,5.93,13.2,11,1,2022
Matthew Boyd,1.32,13.2,11,0,2022
Tyler Cyr,2.7,13.1,12,0,2022
Anthony Castro,7.43,13.1,12,0,2022
Jake Cousins,2.7,13.1,12,0,2022
Adbert Alzolay,3.38,13.1,6,0,2022
Zack Weiss,3.38,13.1,12,0,2022
Miguel S\xc3\xa1nchez,4.05,13.1,12,0,2022
Matt Gage,1.38,13.0,11,0,2022
Paul Fry,6.23,13.0,13,0,2022
Kodi Whitley,5.68,12.2,14,0,2022
\xc3\x81ngel De Jes\xc3\xbas,2.13,12.2,8,0,2022
Bryan Hoeing,12.08,12.2,8,1,2022
Sam Coonrod,7.82,12.2,12,0,2022
Kyle Muller,8.03,12.1,3,3,2022
Danny Coulombe,1.46,12.1,10,0,2022
Brandon Bielak,3.65,12.1,5,0,2022
Kervin Castro,10.22,12.1,10,0,2022
Tayler Scott,6.75,12.0,8,0,2022
Ronny Henriquez,2.31,11.2,3,0,2022
Justus Sheffield,3.86,11.2,6,1,2022
Tyler Glasnow,0.77,11.2,3,3,2022
Aaron Fletcher,6.94,11.2,9,0,2022
Caleb Kilian,10.32,11.1,3,3,2022
Greg Weissert,5.56,11.1,12,0,2022
Angel Zerpa,1.64,11.0,3,2,2022
Dusten Knight,5.73,11.0,6,0,2022
Jos\xc3\xa9 Marte,7.36,11.0,11,0,2022
Yoan L\xc3\xb3pez,5.73,11.0,8,0,2022
Hanser Alberto,4.09,11.0,10,0,2022
Jake Fishman,4.09,11.0,7,0,2022
Ryan Weber,0.84,10.2,5,0,2022
Tyson Miller,10.97,10.2,4,2,2022
T.J. Zeuch,15.19,10.2,3,3,2022
Kenny Rosenberg,4.22,10.2,3,1,2022
Mark Appel,1.74,10.1,6,0,2022
Travis Lakins Sr.,9.58,10.1,6,0,2022
Matt Peacock,5.4,10.0,9,0,2022
Sean Reid-Foley,5.4,10.0,7,0,2022
Casey Mize,5.4,10.0,2,2,2022
Andre Jackson,1.86,9.2,4,0,2022
Juan Minaya,5.59,9.2,6,0,2022
Collin Wiles,4.66,9.2,4,0,2022
Xzavion Curry,5.79,9.1,2,2,2022
Reed Garrett,6.75,9.1,7,0,2022
Aaron Brooks,7.71,9.1,5,0,2022
Tyler Holton,3.0,9.0,10,0,2022
James Naile,5.0,9.0,7,0,2022
Ryan Burr,6.0,9.0,8,0,2022
Steven Brault,3.0,9.0,9,0,2022
Kyle Barraclough,3.0,9.0,8,0,2022
Jesus Cruz,6.23,8.2,7,0,2022
Cam Vieaux,10.38,8.2,8,0,2022
Andrew Vasquez,6.23,8.2,10,0,2022
Francisco P\xc3\xa9rez,7.27,8.2,10,0,2022
Drew Carlton,2.08,8.2,5,0,2022
Evan Lee,4.15,8.2,4,1,2022
Tommy Romero,10.8,8.1,4,2,2022
Ryan Hendrix,5.4,8.1,9,0,2022
Janson Junk,6.48,8.1,3,2,2022
Jared Solomon,10.8,8.1,9,0,2022
John Means,3.38,8.0,2,2,2022
Rico Garcia,4.5,8.0,6,0,2022
Roenis El\xc3\xadas,3.52,7.2,7,0,2022
Logan Allen,5.87,7.2,7,0,2022
Ethan Roberts,8.22,7.2,9,0,2022
Dereck Rodr\xc3\xadguez,3.52,7.2,2,0,2022
Denyi Reyes,2.35,7.2,3,1,2022
Justin Topa,4.91,7.1,7,0,2022
Hunter Gaddis,18.41,7.1,2,2,2022
Anderson Severino,6.14,7.1,6,0,2022
Parker Mushinski,3.68,7.1,7,0,2022
Michael Plassmeyer,3.68,7.1,2,0,2022
A.J. Alexy,11.57,7.0,4,0,2022
Gavin Hollowell,7.71,7.0,6,0,2022
Daniel Mengden,5.14,7.0,5,1,2022
Kirby Yates,5.14,7.0,9,0,2022
Shelby Miller,6.43,7.0,4,0,2022
Kody Clemens,3.86,7.0,7,0,2022
Yonny Chirinos,0.0,7.0,2,1,2022
Kevin Herget,7.71,7.0,3,0,2022
Spencer Patton,3.86,7.0,7,0,2022
Lucas Sims,9.45,6.2,6,0,2022
Huascar Ynoa,13.5,6.2,2,2,2022
David McKay,6.75,6.2,4,0,2022
Darwinzon Hern\xc3\xa1ndez,21.6,6.2,7,0,2022
Austin Brice,4.05,6.2,4,0,2022
Ethan Small,7.11,6.1,2,2,2022
Danny Young,4.26,6.1,3,0,2022
Ronel Blanco,7.11,6.1,7,0,2022
Luis Gonz\xc3\xa1lez,5.68,6.1,5,0,2022
Kyle Dowdy,0.0,6.1,2,0,2022
Foster Griffin,8.53,6.1,6,0,2022
Blake Treinen,3.0,6.0,6,0,2022
Max Meyer,7.5,6.0,2,2,2022
Tanner Tully,6.0,6.0,3,0,2022
Arodys Vizca\xc3\xadno,6.35,5.2,7,0,2022
Marcos Dipl\xc3\xa1n,1.59,5.2,5,0,2022
Chris Sale,3.18,5.2,2,2,2022
Cole Waites,3.18,5.2,7,0,2022
Patrick Murphy,6.35,5.2,6,0,2022
Jeremiah Estrada,3.18,5.2,5,0,2022
Phillip Diehl,11.12,5.2,5,0,2022
Sam Clay,8.44,5.1,7,0,2022
Zac Lowther,8.44,5.1,1,0,2022
Jake Brentz,23.63,5.1,8,0,2022
Chris Mazza,11.81,5.1,2,0,2022
Sean Doolittle,0.0,5.1,6,0,2022
Francisco Morales,7.2,5.0,3,0,2022
Ray Kerr,9.0,5.0,7,0,2022
Nick Neidert,3.6,5.0,1,1,2022
Max Kranick,0.0,5.0,2,0,2022
Tyler Clippard,7.2,5.0,4,0,2022
Simeon Woods Richardson,3.6,5.0,1,1,2022
Jhon Romero,3.6,5.0,4,0,2022
Angel Rond\xc3\xb3n,0.0,5.0,1,1,2022
Damon Jones,9.64,4.2,4,0,2022
Stephen Strasburg,13.5,4.2,1,1,2022
Carson Kelly,7.71,4.2,4,0,2022
Greg Holland,7.71,4.2,5,0,2022
Thomas Hatch,19.29,4.2,1,1,2022
Raynel Espinal,7.71,4.2,2,0,2022
Jerad Eickhoff,20.77,4.1,1,1,2022
Cristofer Ogando,4.15,4.1,3,0,2022
Silvino Bracho,6.23,4.1,3,0,2022
Ken Giles,0.0,4.1,5,0,2022
Matt Koch,8.31,4.1,4,0,2022
Cade Cavalli,14.54,4.1,1,1,2022
Chris Ellis,10.38,4.1,2,2,2022
Rob Zastryzny,6.75,4.0,6,0,2022
Jos\xc3\xa9 Butt\xc3\xb3,15.75,4.0,1,1,2022
\xc3\x93liver P\xc3\xa9rez,15.75,4.0,7,0,2022
Luis Gil,9.0,4.0,1,1,2022
Michael Kelly,2.25,4.0,4,0,2022
Kyle Tyler,0.0,4.0,2,0,2022
Franklin German,18.0,4.0,5,0,2022
Pedro Avila,4.5,4.0,2,0,2022
Harold Castro,4.5,4.0,4,0,2022
Luke Barker,11.25,4.0,3,0,2022
Christian Bethancourt,2.25,4.0,4,0,2022
Brett Phillips,18.0,4.0,3,0,2022
Wil Myers,7.36,3.2,4,0,2022
Miguel D\xc3\xadaz,2.45,3.2,3,0,2022
Garrett Stubbs,17.18,3.2,4,0,2022
Sheldon Neuse,0.0,3.2,3,0,2022
Gregory Santos,4.91,3.2,2,0,2022
Justin Wilson,2.45,3.2,5,0,2022
Alex Wells,4.91,3.2,2,0,2022
Nick Gordon,22.09,3.2,4,0,2022
Ryan Weathers,9.82,3.2,1,1,2022
Cooper Criswell,2.7,3.1,1,1,2022
Bryce Montes de Oca,10.8,3.1,3,0,2022
Michael Feliz,2.7,3.1,1,0,2022
A.J. Ladwig,10.8,3.1,1,0,2022
Alex Claudio,0.0,3.1,3,0,2022
Josh VanMeter,39.0,3.0,3,0,2022
Shane Greene,6.0,3.0,2,0,2022
Mike Brosseau,0.0,3.0,3,0,2022
Frank Schwindel,18.0,3.0,3,0,2022
Cody Sedlock,15.0,3.0,1,0,2022
Easton McGee,0.0,3.0,1,0,2022
Nate Fisher,0.0,3.0,1,0,2022
Parker Markel,0.0,3.0,3,0,2022
Enoli Paredes,3.0,3.0,3,0,2022
Josh Harrison,18.0,3.0,3,0,2022
Connor Sadzeck,9.0,3.0,2,0,2022
Alejo Lopez,6.75,2.2,3,0,2022
Daniel Duarte,10.13,2.2,3,0,2022
Ian Hamilton,6.75,2.2,1,0,2022
Jordan Holloway,3.38,2.2,1,0,2022
Jake Walsh,13.5,2.2,3,0,2022
Ryan Castellani,0.0,2.2,3,0,2022
Aneurys Zabala,0.0,2.2,2,0,2022
Tayler Saucedo,13.5,2.2,4,0,2022
R.J. Alvarez,11.57,2.1,1,0,2022
Jorge Alcala,0.0,2.1,2,0,2022
Pedro B\xc3\xa1ez,11.57,2.1,3,0,2022
Austin Adams,0.0,2.1,2,0,2022
J.C. Mej\xc3\xada,23.14,2.1,2,0,2022
Brennan Bernardino,3.86,2.1,2,0,2022
Jake Hager,7.71,2.1,3,0,2022
Michel B\xc3\xa1ez,0.0,2.0,2,0,2022
Anthony Kay,4.5,2.0,1,0,2022
Sam Howard,9.0,2.0,3,0,2022
Sandy Le\xc3\xb3n,0.0,2.0,1,0,2022
Austin Wynns,13.5,2.0,2,0,2022
William Woods,0.0,2.0,2,0,2022
Yu Chang,13.5,2.0,2,0,2022
Michael A. Taylor,9.0,2.0,1,0,2022
Vinny Nittoli,0.0,2.0,2,0,2022
Darin Ruf,0.0,2.0,1,0,2022
Robbie Erlin,9.0,2.0,2,0,2022
Jordan Sheffield,0.0,2.0,2,0,2022
Gerardo Reyes,4.5,2.0,2,0,2022
Ernie Clement,18.0,2.0,2,0,2022
Luis Torrens,4.5,2.0,2,0,2022
Matthew Batten,4.5,2.0,2,0,2022
Nick Mears,0.0,2.0,2,0,2022
Yadier Molina,18.0,2.0,2,0,2022
Locke St. John,13.5,2.0,1,0,2022
Willians Astudillo,0.0,2.0,2,0,2022
Charlie Culberson,0.0,2.0,2,0,2022
Nicholas Padilla,5.4,1.2,1,0,2022
Alcides Escobar,10.8,1.2,2,0,2022
Matt Reynolds,6.75,1.1,2,0,2022
Ryan McKenna,13.5,1.1,2,0,2022
Nick Maton,20.25,1.1,2,0,2022
Jay Jackson,0.0,1.1,2,0,2022
Nick Duron,0.0,1.0,1,0,2022
Orlando Arcia,0.0,1.0,1,0,2022
Yerry Rodr\xc3\xadguez,0.0,1.0,1,0,2022
Max Schrock,45.0,1.0,1,0,2022
Yolmer Sanchez,9.0,1.0,1,0,2022
Shaun Anderson,18.0,1.0,1,0,2022
Brian Serven,0.0,1.0,1,0,2022
Bubby Rossman,18.0,1.0,1,0,2022
Franmil Reyes,0.0,1.0,1,0,2022
Albert Pujols,36.0,1.0,1,0,2022
Andrelton Simmons,45.0,1.0,1,0,2022
Kevin Plawecki,0.0,1.0,1,0,2022
Chad Pinder,27.0,1.0,1,0,2022
Pablo Reyes,0.0,1.0,1,0,2022
Chris Owings,9.0,1.0,1,0,2022
Mike Ford,18.0,1.0,1,0,2022
Dee Strange-Gordon,27.0,1.0,1,0,2022
Tucker Barnhart,9.0,1.0,1,0,2022
Hunter Dozier,18.0,1.0,1,0,2022
Phil Gosselin,0.0,1.0,1,0,2022
Cam Alldred,0.0,1.0,1,0,2022
Ildemaro Vargas,0.0,1.0,1,0,2022
Nicky Lopez,18.0,1.0,1,0,2022
Nicklaus Snyder,18.0,1.0,2,0,2022
Victor Caratini,27.0,1.0,1,0,2022
Reese McGuire,0.0,1.0,1,0,2022
Jos\xc3\xa9 Castillo,9.0,1.0,1,0,2022
Riley O\'Brien,0.0,1.0,1,0,2022
Jace Peterson,0.0,1.0,1,0,2022
Jackie Bradley Jr.,9.0,1.0,1,0,2022
Whit Merrifield,18.0,1.0,1,0,2022
Conner Menez,0.0,1.0,1,0,2022
Corey Dickerson,0.0,1.0,1,0,2022
C\xc3\xa9sar Valdez,9.0,1.0,1,0,2022
Ehire Adrianza,0.0,1.0,1,0,2022
Donovan Walton,27.0,1.0,1,0,2022
Noah Davis,18.0,1.0,1,0,2022
Matt Dermody,18.0,1.0,1,0,2022
Randal Grichuk,0.0,1.0,1,0,2022
Jack Mayfield,0.0,1.0,1,0,2022
Bowden Francis,0.0,0.2,1,0,2022
Zack Britton,13.5,0.2,3,0,2022
Andrew Knizner,0.0,0.2,1,0,2022
Brendon Little,40.5,0.2,1,0,2022
Jermaine Palacios,0.0,0.2,2,0,2022
Freddy Tarnok,0.0,0.2,1,0,2022
Brian Moran,54.0,0.1,1,0,2022
Darick Hall,0.0,0.1,1,0,2022
Marwin Gonz\xc3\xa1lez,0.0,0.1,1,0,2022
Nash Walters,0.0,0.1,1,0,2022
